date,alumina_ppi,alumina_ppi_refining,aluminum_export_ppi
2022-07-15,167.95,168.047,155.8
2022-07-18,167.95,168.047,155.8
2022-07-19,167.95,168.047,155.8
2022-07-20,167.95,168.047,155.8
2022-07-21,167.95,168.047,155.8
2022-07-22,167.95,168.047,155.8
2022-07-25,167.95,168.047,155.8
2022-07-26,167.95,168.047,155.8
2022-07-27,167.95,168.047,155.8
2022-07-28,167.95,168.047,155.8
2022-07-29,167.95,168.047,155.8
2022-08-01,162.672,162.765,143.0
2022-08-02,162.672,162.765,143.0
2022-08-03,162.672,162.765,143.0
2022-08-04,162.672,162.765,143.0
2022-08-05,162.672,162.765,143.0
2022-08-08,162.672,162.765,143.0
2022-08-09,162.672,162.765,143.0
2022-08-10,162.672,162.765,143.0
2022-08-11,162.672,162.765,143.0
2022-08-12,162.672,162.765,143.0
2022-08-15,162.672,162.765,143.0
2022-08-16,162.672,162.765,143.0
2022-08-17,162.672,162.765,143.0
2022-08-18,162.672,162.765,143.0
2022-08-19,162.672,162.765,143.0
2022-08-22,162.672,162.765,143.0
2022-08-23,162.672,162.765,143.0
2022-08-24,162.672,162.765,143.0
2022-08-25,162.672,162.765,143.0
2022-08-26,162.672,162.765,143.0
2022-08-29,162.672,162.765,143.0
2022-08-30,162.672,162.765,143.0
2022-08-31,162.672,162.765,143.0
2022-09-01,159.92,160.012,141.2
2022-09-02,159.92,160.012,141.2
2022-09-05,159.92,160.012,141.2
2022-09-06,159.92,160.012,141.2
2022-09-07,159.92,160.012,141.2
2022-09-08,159.92,160.012,141.2
2022-09-09,159.92,160.012,141.2
2022-09-12,159.92,160.012,141.2
2022-09-13,159.92,160.012,141.2
2022-09-14,159.92,160.012,141.2
2022-09-15,159.92,160.012,141.2
2022-09-16,159.92,160.012,141.2
2022-09-19,159.92,160.012,141.2
2022-09-20,159.92,160.012,141.2
2022-09-21,159.92,160.012,141.2
2022-09-22,159.92,160.012,141.2
2022-09-23,159.92,160.012,141.2
2022-09-26,159.92,160.012,141.2
2022-09-27,159.92,160.012,141.2
2022-09-28,159.92,160.012,141.2
2022-09-29,159.92,160.012,141.2
2022-09-30,159.92,160.012,141.2
2022-10-03,154.535,154.624,139.3
2022-10-04,154.535,154.624,139.3
2022-10-05,154.535,154.624,139.3
2022-10-06,154.535,154.624,139.3
2022-10-07,154.535,154.624,139.3
2022-10-10,154.535,154.624,139.3
2022-10-11,154.535,154.624,139.3
2022-10-12,154.535,154.624,139.3
2022-10-13,154.535,154.624,139.3
2022-10-14,154.535,154.624,139.3
2022-10-17,154.535,154.624,139.3
2022-10-18,154.535,154.624,139.3
2022-10-19,154.535,154.624,139.3
2022-10-20,154.535,154.624,139.3
2022-10-21,154.535,154.624,139.3
2022-10-24,154.535,154.624,139.3
2022-10-25,154.535,154.624,139.3
2022-10-26,154.535,154.624,139.3
2022-10-27,154.535,154.624,139.3
2022-10-28,154.535,154.624,139.3
2022-10-31,154.535,154.624,139.3
2022-11-01,154.17,154.259,138.1
2022-11-02,154.17,154.259,138.1
2022-11-03,154.17,154.259,138.1
2022-11-04,154.17,154.259,138.1
2022-11-07,154.17,154.259,138.1
2022-11-08,154.17,154.259,138.1
2022-11-09,154.17,154.259,138.1
2022-11-10,154.17,154.259,138.1
2022-11-11,154.17,154.259,138.1
2022-11-14,154.17,154.259,138.1
2022-11-15,154.17,154.259,138.1
2022-11-16,154.17,154.259,138.1
2022-11-17,154.17,154.259,138.1
2022-11-18,154.17,154.259,138.1
2022-11-21,154.17,154.259,138.1
2022-11-22,154.17,154.259,138.1
2022-11-23,154.17,154.259,138.1
2022-11-24,154.17,154.259,138.1
2022-11-25,154.17,154.259,138.1
2022-11-28,154.17,154.259,138.1
2022-11-29,154.17,154.259,138.1
2022-11-30,154.17,154.259,138.1
2022-12-01,155.912,156.002,142.3
2022-12-02,155.912,156.002,142.3
2022-12-05,155.912,156.002,142.3
2022-12-06,155.912,156.002,142.3
2022-12-07,155.912,156.002,142.3
2022-12-08,155.912,156.002,142.3
2022-12-09,155.912,156.002,142.3
2022-12-12,155.912,156.002,142.3
2022-12-13,155.912,156.002,142.3
2022-12-14,155.912,156.002,142.3
2022-12-15,155.912,156.002,142.3
2022-12-16,155.912,156.002,142.3
2022-12-19,155.912,156.002,142.3
2022-12-20,155.912,156.002,142.3
2022-12-21,155.912,156.002,142.3
2022-12-22,155.912,156.002,142.3
2022-12-23,155.912,156.002,142.3
2022-12-26,155.912,156.002,142.3
2022-12-27,155.912,156.002,142.3
2022-12-28,155.912,156.002,142.3
2022-12-29,155.912,156.002,142.3
2022-12-30,155.912,156.002,142.3
2023-01-02,159.313,159.405,145.2
2023-01-03,159.313,159.405,145.2
2023-01-04,159.313,159.405,145.2
2023-01-05,159.313,159.405,145.2
2023-01-06,159.313,159.405,145.2
2023-01-09,159.313,159.405,145.2
2023-01-10,159.313,159.405,145.2
2023-01-11,159.313,159.405,145.2
2023-01-12,159.313,159.405,145.2
2023-01-13,159.313,159.405,145.2
2023-01-16,159.313,159.405,145.2
2023-01-17,159.313,159.405,145.2
2023-01-18,159.313,159.405,145.2
2023-01-19,159.313,159.405,145.2
2023-01-20,159.313,159.405,145.2
2023-01-23,159.313,159.405,145.2
2023-01-24,159.313,159.405,145.2
2023-01-25,159.313,159.405,145.2
2023-01-26,159.313,159.405,145.2
2023-01-27,159.313,159.405,145.2
2023-01-30,159.313,159.405,145.2
2023-01-31,159.313,159.405,145.2
2023-02-01,162.056,162.15,149.0
2023-02-02,162.056,162.15,149.0
2023-02-03,162.056,162.15,149.0
2023-02-06,162.056,162.15,149.0
2023-02-07,162.056,162.15,149.0
2023-02-08,162.056,162.15,149.0
2023-02-09,162.056,162.15,149.0
2023-02-10,162.056,162.15,149.0
2023-02-13,162.056,162.15,149.0
2023-02-14,162.056,162.15,149.0
2023-02-15,162.056,162.15,149.0
2023-02-16,162.056,162.15,149.0
2023-02-17,162.056,162.15,149.0
2023-02-20,162.056,162.15,149.0
2023-02-21,162.056,162.15,149.0
2023-02-22,162.056,162.15,149.0
2023-02-23,162.056,162.15,149.0
2023-02-24,162.056,162.15,149.0
2023-02-27,162.056,162.15,149.0
2023-02-28,162.056,162.15,149.0
2023-03-01,161.688,161.781,148.3
2023-03-02,161.688,161.781,148.3
2023-03-03,161.688,161.781,148.3
2023-03-06,161.688,161.781,148.3
2023-03-07,161.688,161.781,148.3
2023-03-08,161.688,161.781,148.3
2023-03-09,161.688,161.781,148.3
2023-03-10,161.688,161.781,148.3
2023-03-13,161.688,161.781,148.3
2023-03-14,161.688,161.781,148.3
2023-03-15,161.688,161.781,148.3
2023-03-16,161.688,161.781,148.3
2023-03-17,161.688,161.781,148.3
2023-03-20,161.688,161.781,148.3
2023-03-21,161.688,161.781,148.3
2023-03-22,161.688,161.781,148.3
2023-03-23,161.688,161.781,148.3
2023-03-24,161.688,161.781,148.3
2023-03-27,161.688,161.781,148.3
2023-03-28,161.688,161.781,148.3
2023-03-29,161.688,161.781,148.3
2023-03-30,161.688,161.781,148.3
2023-03-31,161.688,161.781,148.3
2023-04-03,158.696,158.788,145.7
2023-04-04,158.696,158.788,145.7
2023-04-05,158.696,158.788,145.7
2023-04-06,158.696,158.788,145.7
2023-04-07,158.696,158.788,145.7
2023-04-10,158.696,158.788,145.7
2023-04-11,158.696,158.788,145.7
2023-04-12,158.696,158.788,145.7
2023-04-13,158.696,158.788,145.7
2023-04-14,158.696,158.788,145.7
2023-04-17,158.696,158.788,145.7
2023-04-18,158.696,158.788,145.7
2023-04-19,158.696,158.788,145.7
2023-04-20,158.696,158.788,145.7
2023-04-21,158.696,158.788,145.7
2023-04-24,158.696,158.788,145.7
2023-04-25,158.696,158.788,145.7
2023-04-26,158.696,158.788,145.7
2023-04-27,158.696,158.788,145.7
2023-04-28,158.696,158.788,145.7
2023-05-01,159.346,159.438,145.1
2023-05-02,159.346,159.438,145.1
2023-05-03,159.346,159.438,145.1
2023-05-04,159.346,159.438,145.1
2023-05-05,159.346,159.438,145.1
2023-05-08,159.346,159.438,145.1
2023-05-09,159.346,159.438,145.1
2023-05-10,159.346,159.438,145.1
2023-05-11,159.346,159.438,145.1
2023-05-12,159.346,159.438,145.1
2023-05-15,159.346,159.438,145.1
2023-05-16,159.346,159.438,145.1
2023-05-17,159.346,159.438,145.1
2023-05-18,159.346,159.438,145.1
2023-05-19,159.346,159.438,145.1
2023-05-22,159.346,159.438,145.1
2023-05-23,159.346,159.438,145.1
2023-05-24,159.346,159.438,145.1
2023-05-25,159.346,159.438,145.1
2023-05-26,159.346,159.438,145.1
2023-05-29,159.346,159.438,145.1
2023-05-30,159.346,159.438,145.1
2023-05-31,159.346,159.438,145.1
2023-06-01,157.293,157.384,143.0
2023-06-02,157.293,157.384,143.0
2023-06-05,157.293,157.384,143.0
2023-06-06,157.293,157.384,143.0
2023-06-07,157.293,157.384,143.0
2023-06-08,157.293,157.384,143.0
2023-06-09,157.293,157.384,143.0
2023-06-12,157.293,157.384,143.0
2023-06-13,157.293,157.384,143.0
2023-06-14,157.293,157.384,143.0
2023-06-15,157.293,157.384,143.0
2023-06-16,157.293,157.384,143.0
2023-06-19,157.293,157.384,143.0
2023-06-20,157.293,157.384,143.0
2023-06-21,157.293,157.384,143.0
2023-06-22,157.293,157.384,143.0
2023-06-23,157.293,157.384,143.0
2023-06-26,157.293,157.384,143.0
2023-06-27,157.293,157.384,143.0
2023-06-28,157.293,157.384,143.0
2023-06-29,157.293,157.384,143.0
2023-06-30,157.293,157.384,143.0
2023-07-03,154.862,154.951,137.8
2023-07-04,154.862,154.951,137.8
2023-07-05,154.862,154.951,137.8
2023-07-06,154.862,154.951,137.8
2023-07-07,154.862,154.951,137.8
2023-07-10,154.862,154.951,137.8
2023-07-11,154.862,154.951,137.8
2023-07-12,154.862,154.951,137.8
2023-07-13,154.862,154.951,137.8
2023-07-14,154.862,154.951,137.8
2023-07-17,154.862,154.951,137.8
2023-07-18,154.862,154.951,137.8
2023-07-19,154.862,154.951,137.8
2023-07-20,154.862,154.951,137.8
2023-07-21,154.862,154.951,137.8
2023-07-24,154.862,154.951,137.8
2023-07-25,154.862,154.951,137.8
2023-07-26,154.862,154.951,137.8
2023-07-27,154.862,154.951,137.8
2023-07-28,154.862,154.951,137.8
2023-07-31,154.862,154.951,137.8
2023-08-01,154.211,154.3,137.1
2023-08-02,154.211,154.3,137.1
2023-08-03,154.211,154.3,137.1
2023-08-04,154.211,154.3,137.1
2023-08-07,154.211,154.3,137.1
2023-08-08,154.211,154.3,137.1
2023-08-09,154.211,154.3,137.1
2023-08-10,154.211,154.3,137.1
2023-08-11,154.211,154.3,137.1
2023-08-14,154.211,154.3,137.1
2023-08-15,154.211,154.3,137.1
2023-08-16,154.211,154.3,137.1
2023-08-17,154.211,154.3,137.1
2023-08-18,154.211,154.3,137.1
2023-08-21,154.211,154.3,137.1
2023-08-22,154.211,154.3,137.1
2023-08-23,154.211,154.3,137.1
2023-08-24,154.211,154.3,137.1
2023-08-25,154.211,154.3,137.1
2023-08-28,154.211,154.3,137.1
2023-08-29,154.211,154.3,137.1
2023-08-30,154.211,154.3,137.1
2023-08-31,154.211,154.3,137.1
2023-09-01,152.797,152.886,134.2
2023-09-04,152.797,152.886,134.2
2023-09-05,152.797,152.886,134.2
2023-09-06,152.797,152.886,134.2
2023-09-07,152.797,152.886,134.2
2023-09-08,152.797,152.886,134.2
2023-09-11,152.797,152.886,134.2
2023-09-12,152.797,152.886,134.2
2023-09-13,152.797,152.886,134.2
2023-09-14,152.797,152.886,134.2
2023-09-15,152.797,152.886,134.2
2023-09-18,152.797,152.886,134.2
2023-09-19,152.797,152.886,134.2
2023-09-20,152.797,152.886,134.2
2023-09-21,152.797,152.886,134.2
2023-09-22,152.797,152.886,134.2
2023-09-25,152.797,152.886,134.2
2023-09-26,152.797,152.886,134.2
2023-09-27,152.797,152.886,134.2
2023-09-28,152.797,152.886,134.2
2023-09-29,152.797,152.886,134.2
2023-10-02,152.16,152.248,140.0
2023-10-03,152.16,152.248,140.0
2023-10-04,152.16,152.248,140.0
2023-10-05,152.16,152.248,140.0
2023-10-06,152.16,152.248,140.0
2023-10-09,152.16,152.248,140.0
2023-10-10,152.16,152.248,140.0
2023-10-11,152.16,152.248,140.0
2023-10-12,152.16,152.248,140.0
2023-10-13,152.16,152.248,140.0
2023-10-16,152.16,152.248,140.0
2023-10-17,152.16,152.248,140.0
2023-10-18,152.16,152.248,140.0
2023-10-19,152.16,152.248,140.0
2023-10-20,152.16,152.248,140.0
2023-10-23,152.16,152.248,140.0
2023-10-24,152.16,152.248,140.0
2023-10-25,152.16,152.248,140.0
2023-10-26,152.16,152.248,140.0
2023-10-27,152.16,152.248,140.0
2023-10-30,152.16,152.248,140.0
2023-10-31,152.16,152.248,140.0
2023-11-01,151.64,151.728,140.0
2023-11-02,151.64,151.728,140.0
2023-11-03,151.64,151.728,140.0
2023-11-06,151.64,151.728,140.0
2023-11-07,151.64,151.728,140.0
2023-11-08,151.64,151.728,140.0
2023-11-09,151.64,151.728,140.0
2023-11-10,151.64,151.728,140.0
2023-11-13,151.64,151.728,140.0
2023-11-14,151.64,151.728,140.0
2023-11-15,151.64,151.728,140.0
2023-11-16,151.64,151.728,140.0
2023-11-17,151.64,151.728,140.0
2023-11-20,151.64,151.728,140.0
2023-11-21,151.64,151.728,140.0
2023-11-22,151.64,151.728,140.0
2023-11-23,151.64,151.728,140.0
2023-11-24,151.64,151.728,140.0
2023-11-27,151.64,151.728,140.0
2023-11-28,151.64,151.728,140.0
2023-11-29,151.64,151.728,140.0
2023-11-30,151.64,151.728,140.0
2023-12-01,150.941,151.028,141.3
2023-12-04,150.941,151.028,141.3
2023-12-05,150.941,151.028,141.3
2023-12-06,150.941,151.028,141.3
2023-12-07,150.941,151.028,141.3
2023-12-08,150.941,151.028,141.3
2023-12-11,150.941,151.028,141.3
2023-12-12,150.941,151.028,141.3
2023-12-13,150.941,151.028,141.3
2023-12-14,150.941,151.028,141.3
2023-12-15,150.941,151.028,141.3
2023-12-18,150.941,151.028,141.3
2023-12-19,150.941,151.028,141.3
2023-12-20,150.941,151.028,141.3
2023-12-21,150.941,151.028,141.3
2023-12-22,150.941,151.028,141.3
2023-12-25,150.941,151.028,141.3
2023-12-26,150.941,151.028,141.3
2023-12-27,150.941,151.028,141.3
2023-12-28,150.941,151.028,141.3
2023-12-29,150.941,151.028,141.3
2024-01-01,150.147,150.234,142.3
2024-01-02,150.147,150.234,142.3
2024-01-03,150.147,150.234,142.3
2024-01-04,150.147,150.234,142.3
2024-01-05,150.147,150.234,142.3
2024-01-08,150.147,150.234,142.3
2024-01-09,150.147,150.234,142.3
2024-01-10,150.147,150.234,142.3
2024-01-11,150.147,150.234,142.3
2024-01-12,150.147,150.234,142.3
2024-01-15,150.147,150.234,142.3
2024-01-16,150.147,150.234,142.3
2024-01-17,150.147,150.234,142.3
2024-01-18,150.147,150.234,142.3
2024-01-19,150.147,150.234,142.3
2024-01-22,150.147,150.234,142.3
2024-01-23,150.147,150.234,142.3
2024-01-24,150.147,150.234,142.3
2024-01-25,150.147,150.234,142.3
2024-01-26,150.147,150.234,142.3
2024-01-29,150.147,150.234,142.3
2024-01-30,150.147,150.234,142.3
2024-01-31,150.147,150.234,142.3
2024-02-01,150.378,150.464,143.3
2024-02-02,150.378,150.464,143.3
2024-02-05,150.378,150.464,143.3
2024-02-06,150.378,150.464,143.3
2024-02-07,150.378,150.464,143.3
2024-02-08,150.378,150.464,143.3
2024-02-09,150.378,150.464,143.3
2024-02-12,150.378,150.464,143.3
2024-02-13,150.378,150.464,143.3
2024-02-14,150.378,150.464,143.3
2024-02-15,150.378,150.464,143.3
2024-02-16,150.378,150.464,143.3
2024-02-19,150.378,150.464,143.3
2024-02-20,150.378,150.464,143.3
2024-02-21,150.378,150.464,143.3
2024-02-22,150.378,150.464,143.3
2024-02-23,150.378,150.464,143.3
2024-02-26,150.378,150.464,143.3
2024-02-27,150.378,150.464,143.3
2024-02-28,150.378,150.464,143.3
2024-02-29,150.378,150.464,143.3
2024-03-01,149.849,149.935,144.8
2024-03-04,149.849,149.935,144.8
2024-03-05,149.849,149.935,144.8
2024-03-06,149.849,149.935,144.8
2024-03-07,149.849,149.935,144.8
2024-03-08,149.849,149.935,144.8
2024-03-11,149.849,149.935,144.8
2024-03-12,149.849,149.935,144.8
2024-03-13,149.849,149.935,144.8
2024-03-14,149.849,149.935,144.8
2024-03-15,149.849,149.935,144.8
2024-03-18,149.849,149.935,144.8
2024-03-19,149.849,149.935,144.8
2024-03-20,149.849,149.935,144.8
2024-03-21,149.849,149.935,144.8
2024-03-22,149.849,149.935,144.8
2024-03-25,149.849,149.935,144.8
2024-03-26,149.849,149.935,144.8
2024-03-27,149.849,149.935,144.8
2024-03-28,149.849,149.935,144.8
2024-03-29,149.849,149.935,144.8
2024-04-01,151.218,151.306,147.0
2024-04-02,151.218,151.306,147.0
2024-04-03,151.218,151.306,147.0
2024-04-04,151.218,151.306,147.0
2024-04-05,151.218,151.306,147.0
2024-04-08,151.218,151.306,147.0
2024-04-09,151.218,151.306,147.0
2024-04-10,151.218,151.306,147.0
2024-04-11,151.218,151.306,147.0
2024-04-12,151.218,151.306,147.0
2024-04-15,151.218,151.306,147.0
2024-04-16,151.218,151.306,147.0
2024-04-17,151.218,151.306,147.0
2024-04-18,151.218,151.306,147.0
2024-04-19,151.218,151.306,147.0
2024-04-22,151.218,151.306,147.0
2024-04-23,151.218,151.306,147.0
2024-04-24,151.218,151.306,147.0
2024-04-25,151.218,151.306,147.0
2024-04-26,151.218,151.306,147.0
2024-04-29,151.218,151.306,147.0
2024-04-30,151.218,151.306,147.0
2024-05-01,157.48,157.571,154.5
2024-05-02,157.48,157.571,154.5
2024-05-03,157.48,157.571,154.5
2024-05-06,157.48,157.571,154.5
2024-05-07,157.48,157.571,154.5
2024-05-08,157.48,157.571,154.5
2024-05-09,157.48,157.571,154.5
2024-05-10,157.48,157.571,154.5
2024-05-13,157.48,157.571,154.5
2024-05-14,157.48,157.571,154.5
2024-05-15,157.48,157.571,154.5
2024-05-16,157.48,157.571,154.5
2024-05-17,157.48,157.571,154.5
2024-05-20,157.48,157.571,154.5
2024-05-21,157.48,157.571,154.5
2024-05-22,157.48,157.571,154.5
2024-05-23,157.48,157.571,154.5
2024-05-24,157.48,157.571,154.5
2024-05-27,157.48,157.571,154.5
2024-05-28,157.48,157.571,154.5
2024-05-29,157.48,157.571,154.5
2024-05-30,157.48,157.571,154.5
2024-05-31,157.48,157.571,154.5
2024-06-03,161.008,161.101,159.4
2024-06-04,161.008,161.101,159.4
2024-06-05,161.008,161.101,159.4
2024-06-06,161.008,161.101,159.4
2024-06-07,161.008,161.101,159.4
2024-06-10,161.008,161.101,159.4
2024-06-11,161.008,161.101,159.4
2024-06-12,161.008,161.101,159.4
2024-06-13,161.008,161.101,159.4
2024-06-14,161.008,161.101,159.4
2024-06-17,161.008,161.101,159.4
2024-06-18,161.008,161.101,159.4
2024-06-19,161.008,161.101,159.4
2024-06-20,161.008,161.101,159.4
2024-06-21,161.008,161.101,159.4
2024-06-24,161.008,161.101,159.4
2024-06-25,161.008,161.101,159.4
2024-06-26,161.008,161.101,159.4
2024-06-27,161.008,161.101,159.4
2024-06-28,161.008,161.101,159.4
2024-07-01,161.606,161.699,158.2
2024-07-02,161.606,161.699,158.2
2024-07-03,161.606,161.699,158.2
2024-07-04,161.606,161.699,158.2
2024-07-05,161.606,161.699,158.2
2024-07-08,161.606,161.699,158.2
2024-07-09,161.606,161.699,158.2
2024-07-10,161.606,161.699,158.2
2024-07-11,161.606,161.699,158.2
2024-07-12,161.606,161.699,158.2
2024-07-15,161.606,161.699,158.2
2024-07-16,161.606,161.699,158.2
2024-07-17,161.606,161.699,158.2
2024-07-18,161.606,161.699,158.2
2024-07-19,161.606,161.699,158.2
2024-07-22,161.606,161.699,158.2
2024-07-23,161.606,161.699,158.2
2024-07-24,161.606,161.699,158.2
2024-07-25,161.606,161.699,158.2
2024-07-26,161.606,161.699,158.2
2024-07-29,161.606,161.699,158.2
2024-07-30,161.606,161.699,158.2
2024-07-31,161.606,161.699,158.2
2024-08-01,157.802,157.893,157.1
2024-08-02,157.802,157.893,157.1
2024-08-05,157.802,157.893,157.1
2024-08-06,157.802,157.893,157.1
2024-08-07,157.802,157.893,157.1
2024-08-08,157.802,157.893,157.1
2024-08-09,157.802,157.893,157.1
2024-08-12,157.802,157.893,157.1
2024-08-13,157.802,157.893,157.1
2024-08-14,157.802,157.893,157.1
2024-08-15,157.802,157.893,157.1
2024-08-16,157.802,157.893,157.1
2024-08-19,157.802,157.893,157.1
2024-08-20,157.802,157.893,157.1
2024-08-21,157.802,157.893,157.1
2024-08-22,157.802,157.893,157.1
2024-08-23,157.802,157.893,157.1
2024-08-26,157.802,157.893,157.1
2024-08-27,157.802,157.893,157.1
2024-08-28,157.802,157.893,157.1
2024-08-29,157.802,157.893,157.1
2024-08-30,157.802,157.893,157.1
2024-09-02,156.732,156.822,152.6
2024-09-03,156.732,156.822,152.6
2024-09-04,156.732,156.822,152.6
2024-09-05,156.732,156.822,152.6
2024-09-06,156.732,156.822,152.6
2024-09-09,156.732,156.822,152.6
2024-09-10,156.732,156.822,152.6
2024-09-11,156.732,156.822,152.6
2024-09-12,156.732,156.822,152.6
2024-09-13,156.732,156.822,152.6
2024-09-16,156.732,156.822,152.6
2024-09-17,156.732,156.822,152.6
2024-09-18,156.732,156.822,152.6
2024-09-19,156.732,156.822,152.6
2024-09-20,156.732,156.822,152.6
2024-09-23,156.732,156.822,152.6
2024-09-24,156.732,156.822,152.6
2024-09-25,156.732,156.822,152.6
2024-09-26,156.732,156.822,152.6
2024-09-27,156.732,156.822,152.6
2024-09-30,156.732,156.822,152.6
2024-10-01,159.543,159.635,157.2
2024-10-02,159.543,159.635,157.2
2024-10-03,159.543,159.635,157.2
2024-10-04,159.543,159.635,157.2
2024-10-07,159.543,159.635,157.2
2024-10-08,159.543,159.635,157.2
2024-10-09,159.543,159.635,157.2
2024-10-10,159.543,159.635,157.2
2024-10-11,159.543,159.635,157.2
2024-10-14,159.543,159.635,157.2
2024-10-15,159.543,159.635,157.2
2024-10-16,159.543,159.635,157.2
2024-10-17,159.543,159.635,157.2
2024-10-18,159.543,159.635,157.2
2024-10-21,159.543,159.635,157.2
2024-10-22,159.543,159.635,157.2
2024-10-23,159.543,159.635,157.2
2024-10-24,159.543,159.635,157.2
2024-10-25,159.543,159.635,157.2
2024-10-28,159.543,159.635,157.2
2024-10-29,159.543,159.635,157.2
2024-10-30,159.543,159.635,157.2
2024-10-31,159.543,159.635,157.2
2024-11-01,162.924,163.018,156.6
2024-11-04,162.924,163.018,156.6
2024-11-05,162.924,163.018,156.6
2024-11-06,162.924,163.018,156.6
2024-11-07,162.924,163.018,156.6
2024-11-08,162.924,163.018,156.6
2024-11-11,162.924,163.018,156.6
2024-11-12,162.924,163.018,156.6
2024-11-13,162.924,163.018,156.6
2024-11-14,162.924,163.018,156.6
2024-11-15,162.924,163.018,156.6
2024-11-18,162.924,163.018,156.6
2024-11-19,162.924,163.018,156.6
2024-11-20,162.924,163.018,156.6
2024-11-21,162.924,163.018,156.6
2024-11-22,162.924,163.018,156.6
2024-11-25,162.924,163.018,156.6
2024-11-26,162.924,163.018,156.6
2024-11-27,162.924,163.018,156.6
2024-11-28,162.924,163.018,156.6
2024-11-29,162.924,163.018,156.6
2024-12-02,164.06,164.155,157.4
2024-12-03,164.06,164.155,157.4
2024-12-04,164.06,164.155,157.4
2024-12-05,164.06,164.155,157.4
2024-12-06,164.06,164.155,157.4
2024-12-09,164.06,164.155,157.4
2024-12-10,164.06,164.155,157.4
2024-12-11,164.06,164.155,157.4
2024-12-12,164.06,164.155,157.4
2024-12-13,164.06,164.155,157.4
2024-12-16,164.06,164.155,157.4
2024-12-17,164.06,164.155,157.4
2024-12-18,164.06,164.155,157.4
2024-12-19,164.06,164.155,157.4
2024-12-20,164.06,164.155,157.4
2024-12-23,164.06,164.155,157.4
2024-12-24,164.06,164.155,157.4
2024-12-25,164.06,164.155,157.4
2024-12-26,164.06,164.155,157.4
2024-12-27,164.06,164.155,157.4
2024-12-30,164.06,164.155,157.4
2024-12-31,164.06,164.155,157.4
2025-01-01,164.136,164.231,157.3
2025-01-02,164.136,164.231,157.3
2025-01-03,164.136,164.231,157.3
2025-01-06,164.136,164.231,157.3
2025-01-07,164.136,164.231,157.3
2025-01-08,164.136,164.231,157.3
2025-01-09,164.136,164.231,157.3
2025-01-10,164.136,164.231,157.3
2025-01-13,164.136,164.231,157.3
2025-01-14,164.136,164.231,157.3
2025-01-15,164.136,164.231,157.3
2025-01-16,164.136,164.231,157.3
2025-01-17,164.136,164.231,157.3
2025-01-20,164.136,164.231,157.3
2025-01-21,164.136,164.231,157.3
2025-01-22,164.136,164.231,157.3
2025-01-23,164.136,164.231,157.3
2025-01-24,164.136,164.231,157.3
2025-01-27,164.136,164.231,157.3
2025-01-28,164.136,164.231,157.3
2025-01-29,164.136,164.231,157.3
2025-01-30,164.136,164.231,157.3
2025-01-31,164.136,164.231,157.3
2025-02-03,166.082,166.178,156.1
2025-02-04,166.082,166.178,156.1
2025-02-05,166.082,166.178,156.1
2025-02-06,166.082,166.178,156.1
2025-02-07,166.082,166.178,156.1
2025-02-10,166.082,166.178,156.1
2025-02-11,166.082,166.178,156.1
2025-02-12,166.082,166.178,156.1
2025-02-13,166.082,166.178,156.1
2025-02-14,166.082,166.178,156.1
2025-02-17,166.082,166.178,156.1
2025-02-18,166.082,166.178,156.1
2025-02-19,166.082,166.178,156.1
2025-02-20,166.082,166.178,156.1
2025-02-21,166.082,166.178,156.1
2025-02-24,166.082,166.178,156.1
2025-02-25,166.082,166.178,156.1
2025-02-26,166.082,166.178,156.1
2025-02-27,166.082,166.178,156.1
2025-02-28,166.082,166.178,156.1
2025-03-03,173.989,174.089,161.1
2025-03-04,173.989,174.089,161.1
2025-03-05,173.989,174.089,161.1
2025-03-06,173.989,174.089,161.1
2025-03-07,173.989,174.089,161.1
2025-03-10,173.989,174.089,161.1
2025-03-11,173.989,174.089,161.1
2025-03-12,173.989,174.089,161.1
2025-03-13,173.989,174.089,161.1
2025-03-14,173.989,174.089,161.1
2025-03-17,173.989,174.089,161.1
2025-03-18,173.989,174.089,161.1
2025-03-19,173.989,174.089,161.1
2025-03-20,173.989,174.089,161.1
2025-03-21,173.989,174.089,161.1
2025-03-24,173.989,174.089,161.1
2025-03-25,173.989,174.089,161.1
2025-03-26,173.989,174.089,161.1
2025-03-27,173.989,174.089,161.1
2025-03-28,173.989,174.089,161.1
2025-03-31,173.989,174.089,161.1
2025-04-01,175.653,175.755,164.7
2025-04-02,175.653,175.755,164.7
2025-04-03,175.653,175.755,164.7
2025-04-04,175.653,175.755,164.7
2025-04-07,175.653,175.755,164.7
2025-04-08,175.653,175.755,164.7
2025-04-09,175.653,175.755,164.7
2025-04-10,175.653,175.755,164.7
2025-04-11,175.653,175.755,164.7
2025-04-14,175.653,175.755,164.7
2025-04-15,175.653,175.755,164.7
2025-04-16,175.653,175.755,164.7
2025-04-17,175.653,175.755,164.7
2025-04-18,175.653,175.755,164.7
2025-04-21,175.653,175.755,164.7
2025-04-22,175.653,175.755,164.7
2025-04-23,175.653,175.755,164.7
2025-04-24,175.653,175.755,164.7
2025-04-25,175.653,175.755,164.7
2025-04-28,175.653,175.755,164.7
2025-04-29,175.653,175.755,164.7
2025-04-30,175.653,175.755,164.7
2025-05-01,170.193,170.291,162.1
2025-05-02,170.193,170.291,162.1
2025-05-05,170.193,170.291,162.1
2025-05-06,170.193,170.291,162.1
2025-05-07,170.193,170.291,162.1
2025-05-08,170.193,170.291,162.1
