date,china_gdp_growth,china_industrial_output,world_gdp_growth,eu_gdp_growth
2017-01-01,6.8912663621211,5.86828950826812,3.45183009055707,2.81811045546294
2018-01-01,6.75671800166833,5.79240682691477,3.27395826417856,2.04642012743825
2019-01-01,6.06850235053705,4.55230459899197,2.67911757479919,1.87524696216217
2020-01-01,2.34018843078414,2.13348857912719,-2.8992231033702,-5.57888055659984
2021-01-01,8.57008513166322,8.20983100863958,6.41334961541973,6.37775013900981
2022-01-01,3.1341888719577,2.3007204275667,3.40305483746891,3.56155233245134
2023-01-01,5.41484330099675,4.37225503554095,2.9485947500487,0.454322708045169
2024-01-01,4.9773565917572,5.31944222768053,2.87194964204313,1.06455789818658
