date,china_gdp_growth,china_industrial_output,world_gdp_growth,eu_gdp_growth
2021-04-28,6.827619755264464,6.315677753884711,5.448405809884809,5.475023718825314
2021-04-29,6.812726888799517,6.299488409826978,5.44015842693152,5.467308108396387
2021-04-30,6.797834022334571,6.283299065769244,5.431911043978229,5.459592497967459
2021-05-01,6.782941155869624,6.26710972171151,5.423663661024939,5.451876887538532
2021-05-02,6.768048289404677,6.250920377653776,5.41541627807165,5.444161277109605
2021-05-03,6.753155422939731,6.2347310335960415,5.407168895118359,5.436445666680678
2021-05-04,6.738262556474784,6.218541689538307,5.39892151216507,5.42873005625175
2021-05-05,6.723369690009838,6.202352345480573,5.39067412921178,5.421014445822823
2021-05-06,6.708476823544891,6.18616300142284,5.38242674625849,5.413298835393896
2021-05-07,6.6935839570799445,6.169973657365106,5.3741793633052,5.4055832249649685
2021-05-08,6.678691090614998,6.153784313307372,5.36593198035191,5.397867614536041
2021-05-09,6.663798224150051,6.137594969249639,5.35768459739862,5.390152004107113
2021-05-10,6.648905357685104,6.121405625191905,5.34943721444533,5.382436393678186
2021-05-11,6.634012491220158,6.105216281134171,5.3411898314920405,5.374720783249259
2021-05-12,6.619119624755211,6.0890269370764365,5.33294244853875,5.367005172820331
2021-05-13,6.604226758290265,6.072837593018702,5.324695065585461,5.359289562391404
2021-05-14,6.5893338918253175,6.056648248960968,5.3164476826321705,5.351573951962477
2021-05-15,6.574441025360371,6.040458904903234,5.30820029967888,5.34385834153355
2021-05-16,6.559548158895424,6.0242695608455,5.299952916725591,5.336142731104623
2021-05-17,6.544655292430479,6.008080216787767,5.291705533772301,5.328427120675695
2021-05-18,6.529762425965531,5.991890872730033,5.283458150819011,5.320711510246768
2021-05-19,6.5148695595005846,5.9757015286723,5.275210767865721,5.312995899817841
2021-05-20,6.499976693035638,5.9595121846145656,5.266963384912431,5.305280289388913
2021-05-21,6.485083826570691,5.9433228405568315,5.258716001959141,5.2975646789599855
2021-05-22,6.470190960105745,5.927133496499097,5.250468619005851,5.289849068531058
2021-05-23,6.455298093640798,5.910944152441363,5.242221236052561,5.282133458102131
2021-05-24,6.440405227175852,5.894754808383629,5.233973853099272,5.274417847673204
2021-05-25,6.425512360710905,5.878565464325895,5.225726470145982,5.266702237244276
2021-05-26,6.4106194942459584,5.862376120268161,5.217479087192691,5.258986626815349
2021-05-27,6.395726627781012,5.846186776210428,5.209231704239402,5.251271016386422
2021-05-28,6.380833761316065,5.829997432152694,5.2009843212861115,5.243555405957495
2021-05-29,6.365940894851118,5.8138080880949605,5.192736938332822,5.235839795528568
2021-05-30,6.351048028386172,5.797618744037226,5.184489555379532,5.22812418509964
2021-05-31,6.336155161921225,5.781429399979492,5.176242172426242,5.220408574670713
2021-06-01,6.321262295456279,5.765240055921758,5.167994789472952,5.212692964241786
2021-06-02,6.3063694289913315,5.749050711864024,5.159747406519662,5.204977353812858
2021-06-03,6.291476562526386,5.73286136780629,5.151500023566372,5.1972617433839305
2021-06-04,6.276583696061438,5.716672023748556,5.143252640613082,5.189546132955003
2021-06-05,6.261690829596493,5.700482679690822,5.135005257659793,5.181830522526076
2021-06-06,6.246797963131545,5.684293335633089,5.126757874706502,5.174114912097149
2021-06-07,6.2319050966665985,5.668103991575355,5.118510491753213,5.166399301668221
2021-06-08,6.217012230201652,5.651914647517621,5.110263108799923,5.158683691239294
2021-06-09,6.202119363736705,5.635725303459887,5.102015725846632,5.150968080810367
2021-06-10,6.187226497271759,5.619535959402153,5.093768342893343,5.143252470381439
2021-06-11,6.172333630806812,5.603346615344419,5.085520959940053,5.135536859952512
2021-06-12,6.157440764341866,5.587157271286685,5.077273576986763,5.127821249523585
2021-06-13,6.142547897876919,5.570967927228951,5.069026194033473,5.120105639094658
2021-06-14,6.127655031411972,5.554778583171217,5.0607788110801835,5.112390028665731
2021-06-15,6.112762164947026,5.538589239113483,5.052531428126893,5.104674418236803
2021-06-16,6.097869298482079,5.52239989505575,5.044284045173603,5.096958807807876
2021-06-17,6.082976432017132,5.5062105509980155,5.036036662220313,5.0892431973789485
2021-06-18,6.068083565552186,5.490021206940282,5.027789279267024,5.0815275869500205
2021-06-19,6.053190699087239,5.473831862882548,5.019541896313734,5.073811976521093
2021-06-20,6.038297832622293,5.457642518824814,5.011294513360443,5.066096366092166
2021-06-21,6.023404966157345,5.44145317476708,5.003047130407154,5.058380755663239
