date,usd_cny,usd_eur,usd_jpy
2024-10-02,7.0175,1.105,146.05
2024-10-03,7.0175,1.1015,146.82
2024-10-04,7.0175,1.0961,148.69
2024-10-05,7.0175,1.0961,148.69
2024-10-06,7.0175,1.0961,148.69
2024-10-07,7.0175,1.0976,148.13
2024-10-08,7.0595,1.097,148.22
2024-10-09,7.0818,1.0951,149.2
2024-10-10,7.0794,1.0925,148.56
2024-10-11,7.0667,1.0942,149.12
2024-10-12,7.0667,1.0942,149.12
2024-10-13,7.0667,1.0942,149.12
2024-10-14,7.0667,1.0942,149.12
2024-10-15,7.1192,1.0899,149.22
2024-10-16,7.1192,1.0873,149.71
2024-10-17,7.1216,1.0837,150.12
2024-10-18,7.1015,1.0854,149.58
2024-10-19,7.1015,1.0854,149.58
2024-10-20,7.1015,1.0854,149.58
2024-10-21,7.1189,1.082,150.47
2024-10-22,7.123,1.0805,151.11
2024-10-23,7.1252,1.0779,152.81
2024-10-24,7.119,1.0806,151.87
2024-10-25,7.1199,1.0813,152.08
2024-10-26,7.1199,1.0813,152.08
2024-10-27,7.1199,1.0813,152.08
2024-10-28,7.1254,1.0819,153.21
2024-10-29,7.1301,1.0798,153.47
2024-10-30,7.1229,1.0864,153.15
2024-10-31,7.1178,1.0855,152.35
2024-11-01,7.1214,1.0848,152.94
2024-11-02,7.1214,1.0848,152.94
2024-11-03,7.1214,1.0848,152.94
2024-11-04,7.0995,1.0884,152.02
2024-11-05,7.1047,1.092,151.96
2024-11-06,7.1782,1.0732,154.58
2024-11-07,7.1412,1.0792,153.13
2024-11-08,7.1785,1.071,152.58
2024-11-09,7.1785,1.071,152.58
2024-11-10,7.1785,1.071,152.58
2024-11-11,7.1785,1.071,152.58
2024-11-12,7.232,1.0598,154.73
2024-11-13,7.2245,1.0567,155.28
2024-11-14,7.2272,1.0562,155.96
2024-11-15,7.2288,1.0552,154.59
2024-11-16,7.2288,1.0552,154.59
2024-11-17,7.2288,1.0552,154.59
2024-11-18,7.2364,1.0586,154.78
2024-11-19,7.2392,1.0578,154.34
2024-11-20,7.2459,1.0521,155.38
2024-11-21,7.2368,1.0475,154.66
2024-11-22,7.2455,1.0399,154.73
2024-11-23,7.2455,1.0399,154.73
2024-11-24,7.2455,1.0399,154.73
2024-11-25,7.2395,1.0478,154.29
2024-11-26,7.252,1.0481,153.49
2024-11-27,7.2458,1.0575,150.69
2024-11-28,7.2458,1.0575,150.69
2024-11-29,7.2423,1.0547,150.41
2024-11-30,7.2423,1.0547,150.41
2024-12-01,7.2423,1.0547,150.41
2024-12-02,7.2714,1.0484,149.26
2024-12-03,7.2858,1.0518,149.12
2024-12-04,7.2632,1.0527,150.18
2024-12-05,7.2558,1.0571,150.19
2024-12-06,7.27,1.0563,149.78
2024-12-07,7.27,1.0563,149.78
2024-12-08,7.27,1.0563,149.78
2024-12-09,7.2604,1.057,151.24
2024-12-10,7.25,1.0512,152.05
2024-12-11,7.2605,1.0508,152.34
2024-12-12,7.2685,1.0514,152.07
2024-12-13,7.2756,1.0498,153.74
2024-12-14,7.2756,1.0498,153.74
2024-12-15,7.2756,1.0498,153.74
2024-12-16,7.2836,1.0512,154.18
2024-12-17,7.2846,1.0506,153.41
2024-12-18,7.2864,1.0469,154.0
2024-12-19,7.2965,1.0357,157.73
2024-12-20,7.2953,1.043,156.11
2024-12-21,7.2953,1.043,156.11
2024-12-22,7.2953,1.043,156.11
2024-12-23,7.2977,1.0409,157.04
2024-12-24,7.2946,1.0388,157.29
2024-12-25,7.2946,1.0388,157.29
2024-12-26,7.2981,1.0423,158.01
2024-12-27,7.298,1.0423,157.73
2024-12-28,7.298,1.0423,157.73
2024-12-29,7.298,1.0423,157.73
2024-12-30,7.2993,1.0386,157.26
2024-12-31,7.2993,1.0351,157.37
2025-01-01,7.2993,1.0351,157.37
2025-01-02,7.2994,1.0261,157.65
2025-01-03,7.3199,1.0292,157.2
2025-01-04,7.3199,1.0292,157.2
2025-01-05,7.3199,1.0292,157.2
2025-01-06,7.3223,1.0397,157.54
2025-01-07,7.3264,1.0369,157.82
2025-01-08,7.3316,1.0313,158.31
2025-01-09,7.3321,1.0298,158.01
2025-01-10,7.3326,1.0238,157.68
2025-01-11,7.3326,1.0238,157.68
2025-01-12,7.3326,1.0238,157.68
2025-01-13,7.3319,1.0209,157.51
2025-01-14,7.3311,1.0292,157.95
2025-01-15,7.3304,1.0282,156.6
2025-01-16,7.3316,1.0303,155.44
2025-01-17,7.3249,1.0287,156.3
2025-01-18,7.3249,1.0287,156.3
2025-01-19,7.3249,1.0287,156.3
2025-01-20,7.3249,1.0287,156.3
2025-01-21,7.2712,1.0423,155.49
2025-01-22,7.2728,1.042,156.62
2025-01-23,7.288,1.042,156.0
2025-01-24,7.244,1.0515,155.58
2025-01-25,7.244,1.0515,155.58
2025-01-26,7.244,1.0515,155.58
2025-01-27,7.2507,1.0492,154.22
2025-01-28,7.2422,1.0427,155.65
2025-01-29,7.2422,1.0416,155.22
2025-01-30,7.2422,1.042,154.42
2025-01-31,7.2422,1.04,154.91
2025-02-01,7.2422,1.04,154.91
2025-02-02,7.2422,1.04,154.91
2025-02-03,7.2422,1.0277,154.68
2025-02-04,7.2422,1.0379,154.56
2025-02-05,7.272,1.0419,152.33
2025-02-06,7.2883,1.0368,152.04
2025-02-07,7.2943,1.0329,151.3
2025-02-08,7.2943,1.0329,151.3
2025-02-09,7.2943,1.0329,151.3
2025-02-10,7.3045,1.0312,151.72
2025-02-11,7.3072,1.0346,152.37
2025-02-12,7.3088,1.0392,154.62
2025-02-13,7.2888,1.0428,153.18
2025-02-14,7.253,1.0498,152.25
2025-02-15,7.253,1.0498,152.25
2025-02-16,7.253,1.0498,152.25
2025-02-17,7.253,1.0498,152.25
2025-02-18,7.2786,1.0457,151.79
2025-02-19,7.2833,1.0406,151.67
2025-02-20,7.2555,1.0475,149.63
2025-02-21,7.2501,1.0455,149.49
2025-02-22,7.2501,1.0455,149.49
2025-02-23,7.2501,1.0455,149.49
2025-02-24,7.2476,1.0478,149.57
2025-02-25,7.2512,1.0498,149.09
2025-02-26,7.2595,1.0514,149.13
2025-02-27,7.2853,1.0414,149.8
2025-02-28,7.2828,1.0402,150.64
2025-03-01,7.2828,1.0402,150.64
2025-03-02,7.2828,1.0402,150.64
2025-03-03,7.2843,1.0496,150.16
2025-03-04,7.2651,1.0534,148.81
2025-03-05,7.2506,1.0768,148.82
2025-03-06,7.2468,1.0818,147.9
2025-03-07,7.234,1.0859,147.13
2025-03-08,7.234,1.0859,147.13
2025-03-09,7.234,1.0859,147.13
2025-03-10,7.2591,1.0837,147.15
2025-03-11,7.2278,1.0927,147.48
2025-03-12,7.2372,1.0925,148.32
2025-03-13,7.2439,1.0859,147.71
2025-03-14,7.2377,1.0872,148.51
2025-03-15,7.2377,1.0872,148.51
2025-03-16,7.2377,1.0872,148.51
2025-03-17,7.2327,1.0922,148.56
2025-03-18,7.2273,1.0927,149.49
2025-03-19,7.23,1.0877,150.02
2025-03-20,7.2477,1.0848,148.84
2025-03-21,7.2486,1.0806,148.98
2025-03-22,7.2486,1.0806,148.98
2025-03-23,7.2486,1.0806,148.98
2025-03-24,7.2531,1.0794,150.74
2025-03-25,7.2569,1.0804,149.77
2025-03-26,7.2675,1.0781,150.69
2025-03-27,7.2645,1.08,150.97
2025-03-28,7.2628,1.0826,150.26
2025-03-29,7.2628,1.0826,150.26
2025-03-30,7.2628,1.0826,150.26
2025-03-31,7.2567,1.0796,149.9
2025-04-01,7.2697,1.08,149.4
2025-04-02,7.2675,1.0868,149.98
2025-04-03,7.2813,1.1052,146.04
2025-04-04,7.2803,1.1014,145.93
2025-04-05,7.2803,1.1014,145.93
2025-04-06,7.2803,1.1014,145.93
2025-04-07,7.3081,1.0912,147.96
2025-04-08,7.3388,1.0912,147.02
2025-04-09,7.3499,1.104,145.09
2025-04-10,7.314,1.1192,144.34
2025-04-11,7.2915,1.1325,143.57
2025-04-12,7.2915,1.1325,143.57
2025-04-13,7.2915,1.1325,143.57
2025-04-14,7.3119,1.1358,142.96
2025-04-15,7.315,1.129,143.1
2025-04-16,7.3053,1.1382,142.56
2025-04-17,7.299,1.1364,142.33
2025-04-18,7.2996,1.139,142.22
2025-04-19,7.2996,1.139,142.22
2025-04-20,7.2996,1.139,142.22
2025-04-21,7.2914,1.1508,140.81
2025-04-22,7.3118,1.1466,140.87
2025-04-23,7.286,1.135,142.64
2025-04-24,7.2879,1.1363,142.64
2025-04-25,7.2864,1.1381,143.75
2025-04-26,7.2864,1.1381,143.75
2025-04-27,7.2864,1.1381,143.75
2025-04-28,7.2942,1.1387,142.7
2025-04-29,7.269,1.1396,142.29
2025-04-30,7.2706,1.1349,142.63
2025-05-01,7.2706,1.1279,145.48
2025-05-02,7.2706,1.133,144.52
2025-05-03,7.2706,1.133,144.52
2025-05-04,7.2706,1.133,144.52
2025-05-05,7.2706,1.1315,143.98
2025-05-06,7.2164,1.1345,142.76
2025-05-07,7.225,1.1348,143.47
2025-05-08,7.234,1.1249,145.46
2025-05-09,7.2364,1.127,145.15
2025-05-10,7.2364,1.127,145.15
2025-05-11,7.2364,1.127,145.15
2025-05-12,7.2018,1.1106,148.09
2025-05-13,7.2057,1.1176,147.75
2025-05-14,7.208,1.1206,146.54
2025-05-15,7.2067,1.1189,145.61
2025-05-16,7.209,1.1141,146.02
2025-05-17,7.209,1.1141,146.02
2025-05-18,7.209,1.1141,146.02
2025-05-19,7.2144,1.1236,144.99
2025-05-20,7.2194,1.1254,144.72
2025-05-21,7.2019,1.1343,143.68
2025-05-22,7.2037,1.1281,143.89
2025-05-23,7.1798,1.135,142.61
2025-05-24,7.1798,1.135,142.61
2025-05-25,7.1798,1.135,142.61
2025-05-26,7.1798,1.135,142.61
2025-05-27,7.195,1.1326,144.37
2025-05-28,7.1941,1.1286,145.04
2025-05-29,7.1855,1.137,144.09
2025-05-30,7.1991,1.1347,144.18
2025-05-31,7.1991,1.1347,144.18
2025-06-01,7.1991,1.1347,144.18
2025-06-02,7.1975,1.1432,142.76
2025-06-03,7.1872,1.1373,143.93
2025-06-04,7.1844,1.1424,142.91
2025-06-05,7.175,1.144,143.87
2025-06-06,7.1886,1.1397,144.87
2025-06-07,7.1886,1.1397,144.87
2025-06-08,7.1886,1.1397,144.87
2025-06-09,7.1802,1.1425,144.37
2025-06-10,7.187,1.1423,144.91
2025-06-11,7.1928,1.149,144.48
2025-06-12,7.1726,1.1578,143.64
2025-06-13,7.181,1.1557,144.04
2025-06-14,7.181,1.1557,144.04
2025-06-15,7.181,1.1557,144.04
2025-06-16,7.179,1.1581,144.14
2025-06-17,7.1845,1.1535,145.04
2025-06-18,7.1888,1.1521,144.58
2025-06-19,7.1888,1.1521,144.58
2025-06-20,7.1785,1.152,145.92
2025-06-21,7.1785,1.152,145.92
2025-06-22,7.1785,1.152,145.92
2025-06-23,7.179,1.1538,146.47
2025-06-24,7.1713,1.1608,144.9
2025-06-25,7.1764,1.162,145.59
2025-06-26,7.1675,1.1717,144.34
2025-06-27,7.1721,1.1724,144.74
2025-06-28,7.1721,1.1724,144.74
2025-06-29,7.1721,1.1724,144.74
2025-06-30,7.1636,1.177,144.17
2025-07-01,7.1647,1.1776,143.58
2025-07-02,7.1649,1.179,143.76
2025-07-03,7.1684,1.1758,144.96
2025-07-04,7.1684,1.1758,144.96
2025-07-05,7.1684,1.1758,144.96
2025-07-06,7.1684,1.1758,144.96
2025-07-07,7.1744,1.1733,145.86
2025-07-08,7.1738,1.1707,146.81
2025-07-09,7.18,1.1707,146.53
2025-07-10,7.1748,1.1688,146.46
2025-07-11,7.1681,1.1696,147.29
2025-07-12,7.1681,1.1696,147.29
2025-07-13,7.1681,1.1696,147.29
2025-07-14,7.167,1.1672,147.69
2025-07-15,7.1729,1.1619,148.75
2025-07-16,7.1791,1.1629,148.08
2025-07-17,7.1832,1.1597,148.55
2025-07-18,7.1776,1.1645,148.55
2025-07-19,7.1776,1.1645,148.55
2025-07-20,7.1776,1.1645,148.55
2025-07-21,7.176,1.1705,147.27
2025-07-22,7.1748,1.1749,146.36
2025-07-23,7.1599,1.1748,146.55
2025-07-24,7.1541,1.1765,146.92
2025-07-25,7.1679,1.173,147.77
2025-07-26,7.1679,1.173,147.77
2025-07-27,7.1679,1.173,147.77
2025-07-28,7.1778,1.1609,148.45
2025-07-29,7.1769,1.1534,148.57
2025-07-30,7.1934,1.147,149.07
2025-07-31,7.2002,1.1431,150.6
2025-08-01,7.2116,1.1555,148.06
2025-08-02,7.2116,1.1555,148.06
2025-08-03,7.2116,1.1555,148.06
2025-08-04,7.178,1.1568,147.09
2025-08-05,7.1835,1.158,147.49
2025-08-06,7.1822,1.1647,147.25
2025-08-07,7.1806,1.1641,147.35
2025-08-08,7.1839,1.166,147.7
2025-08-09,7.1839,1.166,147.7
2025-08-10,7.1839,1.166,147.7
2025-08-11,7.1884,1.1607,147.99
2025-08-12,7.1785,1.1673,147.8
2025-08-13,7.1744,1.1715,147.25
2025-08-14,7.1795,1.1644,147.69
2025-08-15,7.1817,1.1708,147.0
2025-08-16,7.1817,1.1708,147.0
2025-08-17,7.1817,1.1708,147.0
2025-08-18,7.1847,1.1667,147.76
2025-08-19,7.1819,1.166,147.72
2025-08-20,7.1757,1.1649,147.19
2025-08-21,7.1793,1.1605,148.35
2025-08-22,7.1651,1.1713,146.82
2025-08-23,7.1651,1.1713,146.82
2025-08-24,7.1651,1.1713,146.82
2025-08-25,7.151,1.167,147.61
2025-08-26,7.152,1.1657,147.3
2025-08-27,7.1536,1.1611,147.75
2025-08-28,7.1306,1.1672,146.98
2025-08-29,7.1304,1.1695,146.9
2025-08-30,7.1304,1.1695,146.9
2025-08-31,7.1304,1.1695,146.9
2025-09-01,7.1304,1.1695,146.9
2025-09-02,7.139,1.1653,148.23
2025-09-03,7.1415,1.1676,147.97
2025-09-04,7.1414,1.1648,148.63
2025-09-05,7.1323,1.1759,146.84
2025-09-06,7.1323,1.1759,146.84
2025-09-07,7.1323,1.1759,146.84
2025-09-08,7.1293,1.1751,147.58
2025-09-09,7.1209,1.1723,147.23
2025-09-10,7.1207,1.1714,147.37
2025-09-11,7.1184,1.1732,147.17
2025-09-12,7.1242,1.1714,147.85
2025-09-13,7.1242,1.1714,147.85
2025-09-14,7.1242,1.1714,147.85
2025-09-15,7.1186,1.1772,147.27
2025-09-16,7.1142,1.1848,146.56
2025-09-17,7.1033,1.1845,146.36
2025-09-18,7.1125,1.178,148.02
2025-09-19,7.1142,1.1753,147.83
2025-09-20,7.1142,1.1753,147.83
2025-09-21,7.1142,1.1753,147.83
2025-09-22,7.114,1.1773,147.83
2025-09-23,7.1116,1.18,147.83
2025-09-24,7.1315,1.1742,148.71
2025-09-25,7.1338,1.1673,149.78
2025-09-26,7.1328,1.1692,149.52
2025-09-27,7.1328,1.1692,149.52
2025-09-28,7.1328,1.1692,149.52
2025-09-29,7.1194,1.173,148.57
2025-09-30,7.119,1.1735,147.97
2025-10-01,7.12,1.1723,147.16
2025-10-02,7.12,1.1696,147.35
2025-10-03,7.12,1.1747,147.33
2025-10-04,7.12,1.1747,147.33
2025-10-05,7.12,1.1747,147.33
2025-10-06,7.12,1.1707,150.02
2025-10-07,7.12,1.1674,151.17
2025-10-08,7.12,1.1606,152.72
2025-10-09,7.1275,1.1559,153.05
2025-10-10,7.134,1.1613,151.94
2025-10-11,7.134,1.1613,151.94
2025-10-12,7.134,1.1613,151.94
2025-10-13,7.134,1.1613,151.94
2025-10-14,7.1384,1.1608,151.77
2025-10-15,7.1262,1.1638,151.21
2025-10-16,7.123,1.1665,150.75
2025-10-17,7.1264,1.1674,150.33
2025-10-18,7.1264,1.1674,150.33
2025-10-19,7.1264,1.1674,150.33
2025-10-20,7.1195,1.1656,150.59
2025-10-21,7.1218,1.1616,151.72
2025-10-22,7.1257,1.1612,151.79
2025-10-23,7.1221,1.1612,152.72
2025-10-24,7.1211,1.1626,152.82
2025-10-25,7.1211,1.1626,152.82
2025-10-26,7.1211,1.1626,152.82
2025-10-27,7.1102,1.1636,153.09
2025-10-28,7.0988,1.1659,152.14
2025-10-29,7.098,1.1664,151.91
2025-10-30,7.1097,1.1564,154.17
2025-10-31,7.1169,1.1541,154.05
2025-11-01,7.1169,1.1541,154.05
2025-11-02,7.1169,1.1541,154.05
2025-11-03,7.1222,1.1531,154.13
2025-11-04,7.1295,1.1491,153.55
2025-11-05,7.126,1.1485,154.11
2025-11-06,7.1195,1.1539,152.97
2025-11-07,7.1219,1.1578,153.06
2025-11-08,7.1219,1.1578,153.06
2025-11-09,7.1219,1.1578,153.06
2025-11-10,7.1193,1.1545,153.99
2025-11-11,7.1193,1.1545,153.99
2025-11-12,7.112,1.1592,154.64
2025-11-13,7.095,1.1649,154.4
2025-11-14,7.0992,1.1617,154.64
2025-11-15,7.0992,1.1617,154.64
2025-11-16,7.0992,1.1617,154.64
2025-11-17,7.1075,1.1598,155.2
2025-11-18,7.1074,1.1579,155.44
2025-11-19,7.1106,1.154,156.63
2025-11-20,7.1098,1.1534,157.41
2025-11-21,7.1066,1.1506,156.58
2025-11-22,7.1066,1.1506,156.58
2025-11-23,7.1066,1.1506,156.58
2025-11-24,7.102,1.1518,156.94
2025-11-25,7.0845,1.1553,156.3
2025-11-26,7.0758,1.1591,156.38
2025-11-27,7.0758,1.1591,156.38
2025-11-28,7.0751,1.16,156.17
2025-11-29,7.0751,1.16,156.17
2025-11-30,7.0751,1.16,156.17
2025-12-01,7.0717,1.1623,155.28
2025-12-02,7.07,1.1596,155.92
2025-12-03,7.0636,1.166,155.17
2025-12-04,7.0714,1.1659,154.9
2025-12-05,7.0696,1.1635,155.3
2025-12-06,7.0696,1.1635,155.3
2025-12-07,7.0696,1.1635,155.3
2025-12-08,7.071,1.1626,155.89
2025-12-09,7.0633,1.1639,156.85
2025-12-10,7.064,1.165,156.33
2025-12-11,7.0579,1.1756,155.15
2025-12-12,7.0548,1.1731,155.81
2025-12-13,7.0548,1.1731,155.81
2025-12-14,7.0548,1.1731,155.81
2025-12-15,7.047,1.1756,155.29
2025-12-16,7.0417,1.177,154.8
2025-12-17,7.0431,1.1748,155.6
2025-12-18,7.0404,1.1729,155.53
2025-12-19,7.0409,1.1721,157.43
2025-12-20,7.0409,1.1721,157.43
2025-12-21,7.0409,1.1721,157.43
2025-12-22,7.0367,1.175,156.93
2025-12-23,7.028,1.1776,156.33
2025-12-24,7.0142,1.178,155.83
2025-12-25,7.0142,1.178,155.83
2025-12-26,7.0063,1.1766,156.63
2025-12-27,7.0063,1.1766,156.63
2025-12-28,7.0063,1.1766,156.63
2025-12-29,7.0056,1.1756,156.1
2025-12-30,6.9961,1.1765,156.26
2025-12-31,6.9931,1.1736,156.8
2026-01-01,6.9931,1.1736,156.8
2026-01-02,6.9877,1.1738,156.72
2026-01-03,6.9877,1.1738,156.72
2026-01-04,6.9877,1.1738,156.72
2026-01-05,6.988,1.1715,156.32
2026-01-06,6.9834,1.1689,156.7
2026-01-07,6.9965,1.169,156.73
2026-01-08,6.9835,1.1655,156.9
2026-01-09,6.9772,1.1634,158.07
2026-01-10,6.9772,1.1634,158.07
2026-01-11,6.9772,1.1634,158.07
2026-01-12,6.9731,1.1672,158.15
2026-01-13,6.9775,1.1646,159.06
2026-01-14,6.973,1.1655,158.13
2026-01-15,6.966,1.1605,158.5
2026-01-16,6.9681,1.1599,158.02
2026-01-17,6.9681,1.1599,158.02
2026-01-18,6.9681,1.1599,158.02
2026-01-19,6.9681,1.1599,158.02
2026-01-20,6.9599,1.1739,157.89
2026-01-21,6.9637,1.1705,158.16
2026-01-22,6.97,1.1738,158.36
2026-01-23,6.9631,1.1771,157.57
2026-01-24,6.9631,1.1771,157.57
2026-01-25,6.9631,1.1771,157.57
2026-01-26,6.9542,1.1886,153.88
2026-01-27,6.9545,1.198,153.03
2026-01-28,6.9462,1.1941,153.6
2026-01-29,6.948,1.1943,152.88
2026-01-30,6.951,1.1885,154.34
2026-01-31,6.951,1.1885,154.34
2026-02-01,6.951,1.1885,154.34
2026-02-02,6.9463,1.1807,155.5
2026-02-03,6.9377,1.1819,155.7
2026-02-04,6.9415,1.1803,156.61
2026-02-05,6.9378,1.1802,156.91
2026-02-06,6.9388,1.1812,157.1
2026-02-07,6.9388,1.1812,157.1
2026-02-08,6.9388,1.1812,157.1
2026-02-09,6.92,1.1898,156.08
2026-02-10,6.9106,1.1898,154.28
2026-02-11,6.9125,1.1884,152.93
2026-02-12,6.901,1.187,152.64
2026-02-13,6.908,1.187,152.77
2026-02-14,6.908,1.187,152.77
2026-02-15,6.908,1.187,152.77
2026-02-16,6.908,1.187,152.77
2026-02-17,6.9031,1.1831,153.57
2026-02-18,6.9031,1.181,154.45
2026-02-19,6.9031,1.1762,154.96
2026-02-20,6.9031,1.1781,154.99
2026-02-21,6.9031,1.1781,154.99
2026-02-22,6.9031,1.1781,154.99
2026-02-23,6.9031,1.1804,154.3
2026-02-24,6.883,1.1789,155.66
2026-02-25,6.8692,1.1804,156.3
2026-02-26,6.8409,1.1792,156.13
2026-02-27,6.8579,1.1822,156.05
