date,usd_cny,usd_eur,usd_jpy
2022-11-24,7.158,1.0364,139.76
2022-11-25,7.1642,1.0402,139.21
2022-11-26,7.1642,1.0402,139.21
2022-11-27,7.1642,1.0402,139.21
2022-11-28,7.2074,1.0386,138.67
2022-11-29,7.1568,1.0356,138.28
2022-11-30,7.0879,1.0323,139.31
2022-12-01,7.0424,1.0498,135.55
2022-12-02,7.019,1.0521,134.89
2022-12-03,7.019,1.0521,134.89
2022-12-04,7.019,1.0521,134.89
2022-12-05,6.961,1.0494,136.55
2022-12-06,6.9935,1.0497,136.67
2022-12-07,6.9702,1.0505,136.57
2022-12-08,6.9649,1.0552,136.45
2022-12-09,6.9559,1.055,136.4
2022-12-10,6.9559,1.055,136.4
2022-12-11,6.9559,1.055,136.4
2022-12-12,6.9773,1.0545,137.47
2022-12-13,6.943,1.063,135.14
2022-12-14,6.9498,1.0655,134.95
2022-12-15,6.9716,1.0638,137.92
2022-12-16,6.9708,1.061,136.55
2022-12-17,6.9708,1.061,136.55
2022-12-18,6.9708,1.061,136.55
2022-12-19,6.9772,1.0624,136.87
2022-12-20,6.96,1.0635,131.08
2022-12-21,6.981,1.0599,132.36
2022-12-22,6.9829,1.0588,132.34
2022-12-23,6.988,1.0621,132.78
2022-12-24,6.988,1.0621,132.78
2022-12-25,6.988,1.0621,132.78
2022-12-26,6.988,1.0621,132.78
2022-12-27,6.96,1.0654,133.43
2022-12-28,6.9774,1.0622,134.27
2022-12-29,6.9625,1.0668,133.16
2022-12-30,6.8972,1.0698,131.81
2022-12-31,6.8972,1.0698,131.81
2023-01-01,6.8972,1.0698,131.81
2023-01-02,6.8972,1.0698,131.81
2023-01-03,6.9135,1.0559,130.83
2023-01-04,6.8875,1.062,132.0
2023-01-05,6.88,1.0522,133.57
2023-01-06,6.837,1.0619,132.21
2023-01-07,6.837,1.0619,132.21
2023-01-08,6.837,1.0619,132.21
2023-01-09,6.77,1.0759,131.58
2023-01-10,6.777,1.0737,132.25
2023-01-11,6.77,1.074,132.58
2023-01-12,6.7365,1.0823,129.75
2023-01-13,6.701,1.0811,127.85
2023-01-14,6.701,1.0811,127.85
2023-01-15,6.701,1.0811,127.85
2023-01-16,6.701,1.0811,127.85
2023-01-17,6.7723,1.0793,128.18
2023-01-18,6.7534,1.0827,128.45
2023-01-19,6.7738,1.081,128.48
2023-01-20,6.7825,1.0831,129.97
2023-01-21,6.7825,1.0831,129.97
2023-01-22,6.7825,1.0831,129.97
2023-01-23,6.7899,1.0865,130.69
2023-01-24,6.7899,1.0873,130.07
2023-01-25,6.7899,1.0901,129.64
2023-01-26,6.7899,1.0866,130.4
2023-01-27,6.7899,1.0857,129.94
2023-01-28,6.7899,1.0857,129.94
2023-01-29,6.7899,1.0857,129.94
2023-01-30,6.7501,1.0867,130.34
2023-01-31,6.754,1.0858,130.17
2023-02-01,6.7406,1.0917,129.27
2023-02-02,6.7266,1.0918,128.45
2023-02-03,6.7733,1.0825,131.07
2023-02-04,6.7733,1.0825,131.07
2023-02-05,6.7733,1.0825,131.07
2023-02-06,6.7918,1.0722,132.76
2023-02-07,6.791,1.0705,131.37
2023-02-08,6.789,1.0734,131.27
2023-02-09,6.7782,1.0761,130.98
2023-02-10,6.8106,1.067,131.5
2023-02-11,6.8106,1.067,131.5
2023-02-12,6.8106,1.067,131.5
2023-02-13,6.8198,1.0718,132.71
2023-02-14,6.8255,1.0722,133.05
2023-02-15,6.851,1.0683,134.22
2023-02-16,6.859,1.0684,133.95
2023-02-17,6.8661,1.0678,134.21
2023-02-18,6.8661,1.0678,134.21
2023-02-19,6.8661,1.0678,134.21
2023-02-20,6.8661,1.0678,134.21
2023-02-21,6.87,1.0657,134.87
2023-02-22,6.8908,1.0623,134.77
2023-02-23,6.9075,1.0583,134.8
2023-02-24,6.9545,1.0545,136.36
2023-02-25,6.9545,1.0545,136.36
2023-02-26,6.9545,1.0545,136.36
2023-02-27,6.945,1.0596,136.18
2023-02-28,6.9325,1.0602,136.09
2023-03-01,6.8656,1.0674,135.82
2023-03-02,6.9122,1.0595,136.84
2023-03-03,6.9048,1.0616,136.09
2023-03-04,6.9048,1.0616,136.09
2023-03-05,6.9048,1.0616,136.09
2023-03-06,6.9295,1.0694,135.93
2023-03-07,6.9605,1.0573,136.9
2023-03-08,6.9496,1.0549,137.18
2023-03-09,6.963,1.0577,136.41
2023-03-10,6.9025,1.0659,135.05
2023-03-11,6.9025,1.0659,135.05
2023-03-12,6.9025,1.0659,135.05
2023-03-13,6.8455,1.0733,133.13
2023-03-14,6.868,1.0722,134.33
2023-03-15,6.9005,1.0535,132.81
2023-03-16,6.8965,1.0622,133.01
2023-03-17,6.887,1.0647,132.01
2023-03-18,6.887,1.0647,132.01
2023-03-19,6.887,1.0647,132.01
2023-03-20,6.877,1.0722,131.59
2023-03-21,6.883,1.0769,132.27
2023-03-22,6.8802,1.0792,132.67
2023-03-23,6.8188,1.089,130.99
2023-03-24,6.8675,1.0762,130.64
2023-03-25,6.8675,1.0762,130.64
2023-03-26,6.8675,1.0762,130.64
2023-03-27,6.8834,1.0789,131.49
2023-03-28,6.8725,1.0844,130.97
2023-03-29,6.8862,1.0826,132.69
2023-03-30,6.87,1.0899,132.71
2023-03-31,6.8676,1.0872,132.75
2023-04-01,6.8676,1.0872,132.75
2023-04-02,6.8676,1.0872,132.75
2023-04-03,6.8776,1.0891,132.35
2023-04-04,6.878,1.0951,131.6
2023-04-05,6.8781,1.0918,131.11
2023-04-06,6.875,1.0927,131.67
2023-04-07,6.875,1.0913,132.11
2023-04-08,6.875,1.0913,132.11
2023-04-09,6.875,1.0913,132.11
2023-04-10,6.8807,1.084,133.75
2023-04-11,6.8866,1.0906,133.63
2023-04-12,6.873,1.0987,133.25
2023-04-13,6.8677,1.1054,132.37
2023-04-14,6.869,1.098,133.74
2023-04-15,6.869,1.098,133.74
2023-04-16,6.869,1.098,133.74
2023-04-17,6.8786,1.0915,134.51
2023-04-18,6.8755,1.0958,134.11
2023-04-19,6.8851,1.0953,134.79
2023-04-20,6.8725,1.097,134.1
2023-04-21,6.892,1.0973,134.28
2023-04-22,6.892,1.0973,134.28
2023-04-23,6.892,1.0973,134.28
2023-04-24,6.8958,1.1027,134.41
2023-04-25,6.932,1.0968,133.96
2023-04-26,6.9261,1.1052,133.72
2023-04-27,6.922,1.1017,134.04
2023-04-28,6.911,1.104,135.99
2023-04-29,6.911,1.104,135.99
2023-04-30,6.911,1.104,135.99
2023-05-01,6.9164,1.097,137.35
2023-05-02,6.9164,1.0997,136.46
2023-05-03,6.9164,1.1049,135.31
2023-05-04,6.9094,1.1009,133.76
2023-05-05,6.9101,1.1026,134.85
2023-05-06,6.9101,1.1026,134.85
2023-05-07,6.9101,1.1026,134.85
2023-05-08,6.9125,1.102,134.83
2023-05-09,6.9201,1.0953,135.15
2023-05-10,6.9321,1.0966,134.52
2023-05-11,6.948,1.0916,134.46
2023-05-12,6.9575,1.0856,135.63
2023-05-13,6.9575,1.0856,135.63
2023-05-14,6.9575,1.0856,135.63
2023-05-15,6.952,1.0874,136.07
2023-05-16,6.9751,1.0866,136.62
2023-05-17,6.9981,1.083,137.51
2023-05-18,7.0355,1.0776,138.5
2023-05-19,7.006,1.0819,137.67
2023-05-20,7.006,1.0819,137.67
2023-05-21,7.006,1.0819,137.67
2023-05-22,7.0351,1.0806,138.65
2023-05-23,7.049,1.0771,138.74
2023-05-24,7.0585,1.0758,139.14
2023-05-25,7.0775,1.0725,139.81
2023-05-26,7.063,1.0713,140.53
2023-05-27,7.063,1.0713,140.53
2023-05-28,7.063,1.0713,140.53
2023-05-29,7.063,1.0713,140.53
2023-05-30,7.0792,1.0722,139.83
2023-05-31,7.11,1.0654,139.78
2023-06-01,7.0934,1.0752,138.74
2023-06-02,7.0827,1.0724,139.76
2023-06-03,7.0827,1.0724,139.76
2023-06-04,7.0827,1.0724,139.76
2023-06-05,7.105,1.0721,139.64
2023-06-06,7.119,1.0695,139.67
2023-06-07,7.1287,1.0702,139.98
2023-06-08,7.1109,1.078,138.83
2023-06-09,7.1273,1.0749,139.35
2023-06-10,7.1273,1.0749,139.35
2023-06-11,7.1273,1.0749,139.35
2023-06-12,7.1437,1.0747,139.72
2023-06-13,7.1585,1.0792,140.0
2023-06-14,7.148,1.0859,139.33
2023-06-15,7.13,1.0933,140.49
2023-06-16,7.125,1.0925,141.82
2023-06-17,7.125,1.0925,141.82
2023-06-18,7.125,1.0925,141.82
2023-06-19,7.125,1.0925,141.82
2023-06-20,7.1811,1.09,141.46
2023-06-21,7.1779,1.0951,142.09
2023-06-22,7.1777,1.0953,142.89
2023-06-23,7.1777,1.0887,143.78
2023-06-24,7.1777,1.0887,143.78
2023-06-25,7.1777,1.0887,143.78
2023-06-26,7.2364,1.091,143.55
2023-06-27,7.2193,1.0961,144.0
2023-06-28,7.2436,1.0904,144.23
2023-06-29,7.2515,1.0881,144.72
2023-06-30,7.2513,1.092,144.47
2023-07-01,7.2513,1.092,144.47
2023-07-02,7.2513,1.092,144.47
2023-07-03,7.24,1.0919,144.5
2023-07-04,7.24,1.0919,144.5
2023-07-05,7.2465,1.0868,144.56
2023-07-06,7.25,1.0873,144.09
2023-07-07,7.2205,1.0964,142.21
2023-07-08,7.2205,1.0964,142.21
2023-07-09,7.2205,1.0964,142.21
2023-07-10,7.2315,1.0991,141.56
2023-07-11,7.209,1.0992,140.51
2023-07-12,7.1656,1.1123,138.21
2023-07-13,7.15,1.1194,138.14
2023-07-14,7.1403,1.1237,138.74
2023-07-15,7.1403,1.1237,138.74
2023-07-16,7.1403,1.1237,138.74
2023-07-17,7.1711,1.1236,138.92
2023-07-18,7.1786,1.1223,138.94
2023-07-19,7.226,1.1195,139.76
2023-07-20,7.1761,1.1135,140.39
2023-07-21,7.1861,1.112,141.75
2023-07-22,7.1861,1.112,141.75
2023-07-23,7.1861,1.112,141.75
2023-07-24,7.1855,1.1083,141.19
2023-07-25,7.134,1.105,140.91
2023-07-26,7.1503,1.1078,140.41
2023-07-27,7.173,1.0998,141.03
2023-07-28,7.1488,1.1039,140.72
2023-07-29,7.1488,1.1039,140.72
2023-07-30,7.1488,1.1039,140.72
2023-07-31,7.1426,1.102,142.18
2023-08-01,7.1775,1.0971,143.34
2023-08-02,7.192,1.0939,143.21
2023-08-03,7.1651,1.0947,142.42
2023-08-04,7.1709,1.1036,141.79
2023-08-05,7.1709,1.1036,141.79
2023-08-06,7.1709,1.1036,141.79
2023-08-07,7.1895,1.1,142.45
2023-08-08,7.216,1.0951,143.17
2023-08-09,7.2085,1.0975,143.58
2023-08-10,7.2165,1.1016,144.4
2023-08-11,7.2367,1.0957,144.94
2023-08-12,7.2367,1.0957,144.94
2023-08-13,7.2367,1.0957,144.94
2023-08-14,7.2585,1.0922,145.3
2023-08-15,7.2817,1.0928,145.4
2023-08-16,7.2985,1.0904,145.81
2023-08-17,7.291,1.0874,146.16
2023-08-18,7.28,1.0875,145.15
2023-08-19,7.28,1.0875,145.15
2023-08-20,7.28,1.0875,145.15
2023-08-21,7.2865,1.0888,146.26
2023-08-22,7.293,1.0846,145.79
2023-08-23,7.2771,1.0862,144.62
2023-08-24,7.2786,1.0826,145.75
2023-08-25,7.289,1.0787,146.38
2023-08-26,7.289,1.0787,146.38
2023-08-27,7.289,1.0787,146.38
2023-08-28,7.29,1.081,146.4
2023-08-29,7.2796,1.0851,146.01
2023-08-30,7.2839,1.0926,145.94
2023-08-31,7.2582,1.0839,145.68
2023-09-01,7.2606,1.0787,146.2
2023-09-02,7.2606,1.0787,146.2
2023-09-03,7.2606,1.0787,146.2
2023-09-04,7.2606,1.0787,146.2
2023-09-05,7.3018,1.0727,147.63
2023-09-06,7.316,1.0714,147.65
2023-09-07,7.3287,1.0704,147.13
2023-09-08,7.343,1.0709,147.7
2023-09-09,7.343,1.0709,147.7
2023-09-10,7.343,1.0709,147.7
2023-09-11,7.2882,1.0744,146.46
2023-09-12,7.2911,1.0726,147.12
2023-09-13,7.27,1.0737,147.45
2023-09-14,7.277,1.066,147.17
2023-09-15,7.2744,1.0673,147.83
2023-09-16,7.2744,1.0673,147.83
2023-09-17,7.2744,1.0673,147.83
2023-09-18,7.2915,1.0695,147.63
2023-09-19,7.2964,1.0684,147.8
2023-09-20,7.287,1.0715,147.74
2023-09-21,7.3066,1.0664,147.42
2023-09-22,7.298,1.066,148.24
2023-09-23,7.298,1.066,148.24
2023-09-24,7.298,1.066,148.24
2023-09-25,7.311,1.0591,148.74
2023-09-26,7.31,1.0573,148.9
2023-09-27,7.3105,1.051,149.48
2023-09-28,7.301,1.0578,149.18
2023-09-29,7.296,1.0584,149.43
2023-09-30,7.296,1.0584,149.43
2023-10-01,7.296,1.0584,149.43
2023-10-02,7.296,1.05,149.8
2023-10-03,7.296,1.0453,149.16
2023-10-04,7.296,1.0518,148.83
2023-10-05,7.296,1.0527,148.49
2023-10-06,7.296,1.0596,149.08
2023-10-07,7.296,1.0596,149.08
2023-10-08,7.296,1.0596,149.08
2023-10-09,7.296,1.0596,149.08
2023-10-10,7.2948,1.0618,148.62
2023-10-11,7.2992,1.062,149.17
2023-10-12,7.3019,1.0553,149.71
2023-10-13,7.3049,1.0502,149.62
2023-10-14,7.3049,1.0502,149.62
2023-10-15,7.3049,1.0502,149.62
2023-10-16,7.3105,1.0546,149.57
2023-10-17,7.3105,1.0593,149.71
2023-10-18,7.3161,1.0532,149.86
2023-10-19,7.3126,1.057,149.92
2023-10-20,7.3155,1.0592,149.85
2023-10-21,7.3155,1.0592,149.85
2023-10-22,7.3155,1.0592,149.85
2023-10-23,7.3158,1.0646,149.78
2023-10-24,7.309,1.0595,149.84
2023-10-25,7.3165,1.0583,149.94
2023-10-26,7.315,1.0532,150.44
2023-10-27,7.3171,1.0592,149.6
2023-10-28,7.3171,1.0592,149.6
2023-10-29,7.3171,1.0592,149.6
2023-10-30,7.3133,1.062,149.01
2023-10-31,7.3166,1.0568,151.46
2023-11-01,7.3175,1.0538,150.96
2023-11-02,7.316,1.0618,150.48
2023-11-03,7.3005,1.0733,149.36
2023-11-04,7.3005,1.0733,149.36
2023-11-05,7.3005,1.0733,149.36
2023-11-06,7.2695,1.0747,149.77
2023-11-07,7.2788,1.0687,150.47
2023-11-08,7.28,1.0715,150.77
2023-11-09,7.2835,1.071,151.04
2023-11-10,7.2835,1.071,151.04
2023-11-11,7.2835,1.071,151.04
2023-11-12,7.2835,1.071,151.04
2023-11-13,7.289,1.07,151.56
2023-11-14,7.253,1.0861,150.75
2023-11-15,7.2466,1.0853,151.07
2023-11-16,7.2416,1.0851,150.59
2023-11-17,7.212,1.0879,149.82
2023-11-18,7.212,1.0879,149.82
2023-11-19,7.212,1.0879,149.82
2023-11-20,7.168,1.0945,148.26
2023-11-21,7.1352,1.0923,147.88
2023-11-22,7.155,1.0871,149.67
2023-11-23,7.155,1.0871,149.67
2023-11-24,7.1488,1.0934,149.57
2023-11-25,7.1488,1.0934,149.57
2023-11-26,7.1488,1.0934,149.57
2023-11-27,7.1528,1.0937,148.89
2023-11-28,7.138,1.1007,147.41
2023-11-29,7.13,1.0969,147.39
2023-11-30,7.136,1.0908,147.87
2023-12-01,7.1386,1.0878,147.0
2023-12-02,7.1386,1.0878,147.0
2023-12-03,7.1386,1.0878,147.0
2023-12-04,7.1424,1.0824,147.15
2023-12-05,7.1444,1.0787,147.26
2023-12-06,7.158,1.079,147.16
2023-12-07,7.1515,1.0794,144.1
2023-12-08,7.1645,1.0746,144.88
2023-12-09,7.1645,1.0746,144.88
2023-12-10,7.1645,1.0746,144.88
2023-12-11,7.1765,1.0747,146.41
2023-12-12,7.1755,1.079,145.45
2023-12-13,7.1725,1.0793,145.17
2023-12-14,7.1088,1.0997,141.53
2023-12-15,7.1179,1.0906,141.8
2023-12-16,7.1179,1.0906,141.8
2023-12-17,7.1179,1.0906,141.8
2023-12-18,7.1297,1.092,143.04
2023-12-19,7.1287,1.0977,143.62
2023-12-20,7.1355,1.0957,143.77
2023-12-21,7.1381,1.099,142.16
2023-12-22,7.1315,1.1008,142.6
2023-12-23,7.1315,1.1008,142.6
2023-12-24,7.1315,1.1008,142.6
2023-12-25,7.1315,1.1008,142.6
2023-12-26,7.1432,1.1035,142.48
2023-12-27,7.1405,1.1114,142.05
2023-12-28,7.1065,1.1073,141.08
2023-12-29,7.0999,1.1062,140.92
2023-12-30,7.0999,1.1062,140.92
2023-12-31,7.0999,1.1062,140.92
2024-01-01,7.0999,1.1062,140.92
2024-01-02,7.1426,1.0957,141.89
2024-01-03,7.1497,1.0909,143.55
2024-01-04,7.1589,1.0957,144.59
2024-01-05,7.145,1.0957,144.52
2024-01-06,7.145,1.0957,144.52
2024-01-07,7.145,1.0957,144.52
2024-01-08,7.154,1.0976,143.89
2024-01-09,7.1675,1.0935,144.35
2024-01-10,7.1711,1.096,145.68
2024-01-11,7.167,1.0943,146.03
2024-01-12,7.1665,1.0959,144.86
2024-01-13,7.1665,1.0959,144.86
2024-01-14,7.1665,1.0959,144.86
2024-01-15,7.1665,1.0959,144.86
2024-01-16,7.1874,1.0882,147.01
2024-01-17,7.196,1.0858,148.39
2024-01-18,7.1961,1.0863,148.15
2024-01-19,7.1931,1.0887,148.21
2024-01-20,7.1931,1.0887,148.21
2024-01-21,7.1931,1.0887,148.21
2024-01-22,7.192,1.0895,147.95
2024-01-23,7.172,1.0829,148.55
2024-01-24,7.158,1.0901,147.31
2024-01-25,7.169,1.0837,147.69
2024-01-26,7.1763,1.0866,147.94
2024-01-27,7.1763,1.0866,147.94
2024-01-28,7.1763,1.0866,147.94
2024-01-29,7.1798,1.0807,147.65
2024-01-30,7.1755,1.0844,147.71
2024-01-31,7.1673,1.0855,146.26
2024-02-01,7.1799,1.0865,146.18
2024-02-02,7.192,1.0787,148.54
2024-02-03,7.192,1.0787,148.54
2024-02-04,7.192,1.0787,148.54
2024-02-05,7.1982,1.0736,148.79
2024-02-06,7.1908,1.0751,148.03
2024-02-07,7.1943,1.0769,148.04
2024-02-08,7.1965,1.0774,149.25
2024-02-09,7.1929,1.0782,149.38
2024-02-10,7.1929,1.0782,149.38
2024-02-11,7.1929,1.0782,149.38
2024-02-12,7.1928,1.0774,149.37
2024-02-13,7.1928,1.072,150.72
2024-02-14,7.1928,1.0735,150.5
2024-02-15,7.1928,1.0761,150.19
2024-02-16,7.1928,1.0769,150.34
2024-02-17,7.1928,1.0769,150.34
2024-02-18,7.1928,1.0769,150.34
2024-02-19,7.1928,1.0769,150.34
2024-02-20,7.1905,1.0814,149.87
2024-02-21,7.1891,1.0818,150.29
2024-02-22,7.1944,1.0815,150.62
2024-02-23,7.197,1.0828,150.36
2024-02-24,7.197,1.0828,150.36
2024-02-25,7.197,1.0828,150.36
2024-02-26,7.1972,1.0855,150.79
2024-02-27,7.1977,1.0857,150.46
2024-02-28,7.1976,1.0843,150.68
2024-02-29,7.1977,1.0807,149.9
2024-03-01,7.196,1.0832,150.2
2024-03-02,7.196,1.0832,150.2
2024-03-03,7.196,1.0832,150.2
2024-03-04,7.1987,1.0862,150.44
2024-03-05,7.1965,1.0861,150.14
2024-03-06,7.1977,1.0913,149.17
2024-03-07,7.1925,1.0941,148.08
2024-03-08,7.1855,1.0941,147.17
2024-03-09,7.1855,1.0941,147.17
2024-03-10,7.1855,1.0941,147.17
2024-03-11,7.182,1.0928,146.86
2024-03-12,7.1804,1.0918,147.69
2024-03-13,7.1875,1.0944,147.73
2024-03-14,7.1932,1.0888,148.19
2024-03-15,7.1953,1.0888,149.14
2024-03-16,7.1953,1.0888,149.14
2024-03-17,7.1953,1.0888,149.14
2024-03-18,7.1981,1.0886,149.13
2024-03-19,7.1991,1.0859,150.73
2024-03-20,7.1992,1.0856,151.66
2024-03-21,7.1993,1.0861,151.59
2024-03-22,7.2289,1.0817,151.35
2024-03-23,7.2289,1.0817,151.35
2024-03-24,7.2289,1.0817,151.35
2024-03-25,7.2102,1.0837,151.42
2024-03-26,7.2176,1.0829,151.58
2024-03-27,7.227,1.0821,151.35
2024-03-28,7.2262,1.0801,151.35
2024-03-29,7.2203,1.0791,151.22
2024-03-30,7.2203,1.0791,151.22
2024-03-31,7.2203,1.0791,151.22
2024-04-01,7.2308,1.0733,151.72
2024-04-02,7.232,1.0769,151.55
2024-04-03,7.233,1.0827,151.67
2024-04-04,7.2339,1.0865,151.66
2024-04-05,7.2339,1.0841,151.59
2024-04-06,7.2339,1.0841,151.59
2024-04-07,7.2339,1.0841,151.59
2024-04-08,7.2305,1.0853,151.78
2024-04-09,7.2316,1.0856,151.73
2024-04-10,7.2341,1.0737,152.9
2024-04-11,7.2373,1.0722,153.19
2024-04-12,7.2374,1.0647,153.12
2024-04-13,7.2374,1.0647,153.12
2024-04-14,7.2374,1.0647,153.12
2024-04-15,7.2382,1.0644,154.25
2024-04-16,7.2383,1.0628,154.57
2024-04-17,7.2389,1.0644,154.61
2024-04-18,7.2382,1.066,154.61
2024-04-19,7.2403,1.0655,154.55
2024-04-20,7.2403,1.0655,154.55
2024-04-21,7.2403,1.0655,154.55
2024-04-22,7.2403,1.0655,154.77
2024-04-23,7.2445,1.0695,154.81
2024-04-24,7.246,1.0687,155.11
2024-04-25,7.246,1.0721,155.52
2024-04-26,7.2464,1.0686,157.62
2024-04-27,7.2464,1.0686,157.62
2024-04-28,7.2464,1.0686,157.62
2024-04-29,7.2318,1.0717,156.71
2024-04-30,7.2401,1.0684,157.54
2024-05-01,7.2405,1.068,157.65
2024-05-02,7.2405,1.0706,153.77
2024-05-03,7.2405,1.077,152.85
2024-05-04,7.2405,1.077,152.85
2024-05-05,7.2405,1.077,152.85
2024-05-06,7.2071,1.0779,153.85
2024-05-07,7.2185,1.0767,154.59
2024-05-08,7.2185,1.0755,155.42
2024-05-09,7.2198,1.0771,155.68
2024-05-10,7.226,1.0773,155.85
2024-05-11,7.226,1.0773,155.85
2024-05-12,7.226,1.0773,155.85
2024-05-13,7.2325,1.0796,156.17
2024-05-14,7.2335,1.0818,156.5
2024-05-15,7.219,1.086,155.02
2024-05-16,7.2181,1.0875,155.25
2024-05-17,7.2233,1.0869,155.57
2024-05-18,7.2233,1.0869,155.57
2024-05-19,7.2233,1.0869,155.57
2024-05-20,7.2344,1.0861,156.09
2024-05-21,7.2376,1.0855,156.08
2024-05-22,7.2405,1.0836,156.49
2024-05-23,7.2421,1.0827,157.05
2024-05-24,7.2425,1.0852,156.9
2024-05-25,7.2425,1.0852,156.9
2024-05-26,7.2425,1.0852,156.9
2024-05-27,7.2425,1.0852,156.9
2024-05-28,7.2451,1.0879,156.9
2024-05-29,7.2494,1.0811,157.62
2024-05-30,7.2493,1.0837,156.63
2024-05-31,7.241,1.0846,157.19
2024-06-01,7.241,1.0846,157.19
2024-06-02,7.241,1.0846,157.19
2024-06-03,7.242,1.089,156.04
2024-06-04,7.2393,1.0878,154.87
2024-06-05,7.2475,1.0865,156.21
2024-06-06,7.2451,1.0883,155.98
2024-06-07,7.2466,1.0807,156.58
2024-06-08,7.2466,1.0807,156.58
2024-06-09,7.2466,1.0807,156.58
2024-06-10,7.2475,1.0751,156.93
2024-06-11,7.2544,1.0733,157.32
2024-06-12,7.2544,1.0843,155.88
2024-06-13,7.2519,1.0756,156.77
2024-06-14,7.2557,1.0699,157.28
2024-06-15,7.2557,1.0699,157.28
2024-06-16,7.2557,1.0699,157.28
2024-06-17,7.2561,1.0723,157.8
2024-06-18,7.2543,1.0739,157.81
2024-06-19,7.2543,1.0739,157.81
2024-06-20,7.2604,1.0708,158.77
2024-06-21,7.2609,1.0694,159.45
2024-06-22,7.2609,1.0694,159.45
2024-06-23,7.2609,1.0694,159.45
2024-06-24,7.2586,1.0727,159.71
2024-06-25,7.2629,1.0705,159.68
2024-06-26,7.2666,1.0682,160.68
2024-06-27,7.2688,1.0708,160.7
2024-06-28,7.2672,1.0711,160.88
2024-06-29,7.2672,1.0711,160.88
2024-06-30,7.2672,1.0711,160.88
2024-07-01,7.2683,1.0728,161.55
2024-07-02,7.2712,1.0737,161.53
2024-07-03,7.2699,1.0799,161.48
2024-07-04,7.2699,1.0799,161.48
2024-07-05,7.268,1.0828,160.73
2024-07-06,7.268,1.0828,160.73
2024-07-07,7.268,1.0828,160.73
2024-07-08,7.2683,1.0835,160.77
2024-07-09,7.2725,1.0813,161.4
2024-07-10,7.2758,1.0823,161.73
2024-07-11,7.2573,1.087,158.58
2024-07-12,7.2495,1.0902,157.88
2024-07-13,7.2495,1.0902,157.88
2024-07-14,7.2495,1.0902,157.88
2024-07-15,7.2592,1.0912,157.89
2024-07-16,7.2685,1.0885,158.57
2024-07-17,7.2607,1.0933,156.56
2024-07-18,7.26,1.0913,156.97
2024-07-19,7.2695,1.0888,157.38
2024-07-20,7.2695,1.0888,157.38
2024-07-21,7.2695,1.0888,157.38
2024-07-22,7.2736,1.088,157.08
2024-07-23,7.2748,1.0855,156.02
2024-07-24,7.2622,1.0853,153.39
2024-07-25,7.231,1.0861,153.97
2024-07-26,7.2502,1.0859,153.86
2024-07-27,7.2502,1.0859,153.86
2024-07-28,7.2502,1.0859,153.86
2024-07-29,7.2597,1.0819,153.96
2024-07-30,7.2511,1.0809,153.72
2024-07-31,7.2193,1.0823,150.38
2024-08-01,7.2441,1.0789,150.06
2024-08-02,7.16,1.0914,146.98
2024-08-03,7.16,1.0914,146.98
2024-08-04,7.16,1.0914,146.98
2024-08-05,7.13,1.0957,143.95
2024-08-06,7.1563,1.0926,145.11
2024-08-07,7.176,1.0925,147.42
2024-08-08,7.1747,1.0914,147.08
2024-08-09,7.166,1.0925,146.49
2024-08-10,7.166,1.0925,146.49
2024-08-11,7.166,1.0925,146.49
2024-08-12,7.1744,1.0928,147.54
2024-08-13,7.1558,1.0954,146.97
2024-08-14,7.1382,1.1024,146.86
2024-08-15,7.1734,1.0986,148.91
2024-08-16,7.1644,1.0996,148.13
2024-08-17,7.1644,1.0996,148.13
2024-08-18,7.1644,1.0996,148.13
2024-08-19,7.1393,1.107,146.42
2024-08-20,7.132,1.1106,145.7
2024-08-21,7.1344,1.1143,145.19
2024-08-22,7.144,1.1114,145.97
2024-08-23,7.1244,1.1176,144.86
2024-08-24,7.1244,1.1176,144.86
2024-08-25,7.1244,1.1176,144.86
2024-08-26,7.1212,1.1164,144.51
2024-08-27,7.1244,1.116,144.26
2024-08-28,7.1245,1.1127,144.47
2024-08-29,7.0972,1.1086,144.98
2024-08-30,7.09,1.106,145.95
2024-08-31,7.09,1.106,145.95
2024-09-01,7.09,1.106,145.95
2024-09-02,7.09,1.106,145.95
2024-09-03,7.1209,1.1043,145.82
2024-09-04,7.1119,1.1081,144.31
2024-09-05,7.0921,1.1096,143.43
2024-09-06,7.0876,1.1086,142.13
2024-09-07,7.0876,1.1086,142.13
2024-09-08,7.0876,1.1086,142.13
2024-09-09,7.1133,1.1042,142.92
2024-09-10,7.1205,1.1025,142.28
2024-09-11,7.1192,1.1012,141.72
2024-09-12,7.1173,1.1041,142.24
2024-09-13,7.093,1.1085,140.66
2024-09-14,7.093,1.1085,140.66
2024-09-15,7.093,1.1085,140.66
2024-09-16,7.0958,1.1123,140.79
2024-09-17,7.0958,1.1118,141.77
2024-09-18,7.0812,1.1116,141.93
2024-09-19,7.0675,1.1147,142.88
2024-09-20,7.0505,1.1159,143.9
2024-09-21,7.0505,1.1159,143.9
2024-09-22,7.0505,1.1159,143.9
2024-09-23,7.0508,1.113,143.59
2024-09-24,7.0318,1.115,143.77
2024-09-25,7.0315,1.1143,144.41
2024-09-26,7.0106,1.1184,144.68
2024-09-27,7.0111,1.1159,142.6
2024-09-28,7.0111,1.1159,142.6
2024-09-29,7.0111,1.1159,142.6
2024-09-30,7.0176,1.1145,143.25
2024-10-01,7.0175,1.1067,143.66
