date,pmi_manufacturing_usa,pmi_manufacturing_china
2025-12-09,47.9,50.1
2025-12-10,47.9,50.1
2025-12-11,47.9,50.1
2025-12-12,47.9,50.1
2025-12-13,47.9,50.1
2025-12-14,47.9,50.1
2025-12-15,47.9,50.1
2025-12-16,47.9,50.1
2025-12-17,47.9,50.1
2025-12-18,47.9,50.1
2025-12-19,47.9,50.1
2025-12-20,47.9,50.1
2025-12-21,47.9,50.1
2025-12-22,47.9,50.1
2025-12-23,47.9,50.1
2025-12-24,47.9,50.1
2025-12-25,47.9,50.1
2025-12-26,47.9,50.1
2025-12-27,47.9,50.1
2025-12-28,47.9,50.1
2025-12-29,47.9,50.1
2025-12-30,47.9,50.1
2025-12-31,47.9,50.1
2026-01-01,52.6,49.3
2026-01-02,52.6,49.3
2026-01-03,52.6,49.3
2026-01-04,52.6,49.3
2026-01-05,52.6,49.3
2026-01-06,52.6,49.3
2026-01-07,52.6,49.3
2026-01-08,52.6,49.3
2026-01-09,52.6,49.3
2026-01-10,52.6,49.3
2026-01-11,52.6,49.3
2026-01-12,52.6,49.3
2026-01-13,52.6,49.3
2026-01-14,52.6,49.3
2026-01-15,52.6,49.3
2026-01-16,52.6,49.3
2026-01-17,52.6,49.3
2026-01-18,52.6,49.3
2026-01-19,52.6,49.3
2026-01-20,52.6,49.3
2026-01-21,52.6,49.3
2026-01-22,52.6,49.3
2026-01-23,52.6,49.3
2026-01-24,52.6,49.3
2026-01-25,52.6,49.3
2026-01-26,52.6,49.3
2026-01-27,52.6,49.3
2026-01-28,52.6,49.3
2026-01-29,52.6,49.3
2026-01-30,52.6,49.3
2026-01-31,52.6,49.3
2026-02-01,52.4,49.0
2026-02-02,52.4,49.0
2026-02-03,52.4,49.0
2026-02-04,52.4,49.0
2026-02-05,52.4,49.0
2026-02-06,52.4,49.0
2026-02-07,52.4,49.0
2026-02-08,52.4,49.0
2026-02-09,52.4,49.0
2026-02-10,52.4,49.0
2026-02-11,52.4,49.0
2026-02-12,52.4,49.0
2026-02-13,52.4,49.0
2026-02-14,52.4,49.0
2026-02-15,52.4,49.0
2026-02-16,52.4,49.0
2026-02-17,52.4,49.0
2026-02-18,52.4,49.0
2026-02-19,52.4,49.0
2026-02-20,52.4,49.0
2026-02-21,52.4,49.0
2026-02-22,52.4,49.0
2026-02-23,52.4,49.0
2026-02-24,52.4,49.0
2026-02-25,52.4,49.0
2026-02-26,52.4,49.0
2026-02-27,52.4,49.0
2026-02-28,52.4,49.0
2026-03-01,52.4,49.0
